x;y;z;u;v;nx;ny;nz;tx;ty;tz;bx;by;bz;column;row
685.1710;1879.2508;1564.2497;0.7586;0.2632;-0.3428;-0.9394;-0.0000;0.9384;-0.3425;0.0469;-0.0441;0.0161;0.9989;22;5
768.5879;1846.6299;1568.7208;0.7931;0.2632;-0.3852;-0.9228;-0.0000;0.9215;-0.3847;0.0527;-0.0487;0.0203;0.9986;23;5
849.2557;1810.8049;1573.6309;0.8276;0.2632;-0.4261;-0.9047;-0.0000;0.9031;-0.4254;0.0583;-0.0528;0.0248;0.9983;24;5
926.9852;1772.0841;1578.9378;0.8621;0.2632;-0.4652;-0.8852;-0.0000;0.8834;-0.4642;0.0636;-0.0563;0.0296;0.9980;25;5
1001.6321;1730.8101;1584.5944;0.8966;0.2632;-0.5020;-0.8649;-0.0000;0.8628;-0.5008;0.0686;-0.0594;0.0344;0.9976;26;5
1073.1011;1687.3598;1590.5490;0.9310;0.2632;-0.5363;-0.8440;0.0000;0.8418;-0.5348;0.0733;-0.0619;0.0393;0.9973;27;5
1141.3516;1642.1442;1596.7454;0.9655;0.2632;-0.5675;-0.8234;0.0000;0.8209;-0.5658;0.0775;-0.0638;0.0440;0.9970;28;5
1206.4016;1595.6090;1603.1223;1.0000;0.2632;-0.5952;-0.8036;0.0001;0.8009;-0.5932;0.0813;-0.0653;0.0484;0.9967;29;5
-1206.4027;1595.6019;1523.7497;0.0000;0.3158;0.5953;-0.8035;0.0001;0.7997;0.5924;-0.0974;0.0783;0.0580;0.9952;0;6
-1141.3518;1642.1419;1516.0955;0.0345;0.3158;0.5675;-0.8234;0.0000;0.8198;0.5651;-0.0929;0.0765;0.0528;0.9957;1;6
-1073.1007;1687.3602;1508.6585;0.0690;0.3158;0.5363;-0.8440;-0.0000;0.8408;0.5342;-0.0879;0.0742;0.0471;0.9961;2;6
-1001.6312;1730.8119;1501.5120;0.1034;0.3158;0.5020;-0.8649;-0.0000;0.8619;0.5003;-0.0823;0.0712;0.0413;0.9966;3;6
-926.9843;1772.0863;1494.7236;0.1379;0.3158;0.4652;-0.8852;-0.0000;0.8826;0.4638;-0.0763;0.0675;0.0355;0.9971;4;6
-849.2547;1810.8067;1488.3551;0.1724;0.3158;0.4261;-0.9047;-0.0000;0.9025;0.4251;-0.0699;0.0633;0.0298;0.9976;5;6
-768.5871;1846.6309;1482.4630;0.2069;0.3158;0.3852;-0.9228;-0.0000;0.9210;0.3844;-0.0632;0.0584;0.0243;0.9980;6;6
-685.1704;1879.2508;1477.0979;0.2414;0.3158;0.3428;-0.9394;-0.0000;0.9379;0.3423;-0.0563;0.0529;0.0193;0.9984;7;6
-599.2339;1908.3924;1472.3049;0.2759;0.3158;0.2992;-0.9542;-0.0000;0.9530;0.2988;-0.0491;0.0469;0.0147;0.9988;8;6
-511.0421;1933.8161;1468.1234;0.3103;0.3158;0.2546;-0.9671;-0.0000;0.9662;0.2544;-0.0418;0.0405;0.0106;0.9991;9;6
-420.8903;1955.3165;1464.5872;0.3448;0.3158;0.2092;-0.9779;-0.0000;0.9773;0.2091;-0.0344;0.0336;0.0072;0.9994;10;6
-329.0993;1972.7223;1461.7245;0.3793;0.3158;0.1633;-0.9866;-0.0000;0.9862;0.1632;-0.0268;0.0265;0.0044;0.9996;11;6
-236.0115;1985.8967;1459.5577;0.4138;0.3158;0.1169;-0.9931;0.0000;0.9930;0.1169;-0.0192;0.0191;0.0023;0.9998;12;6
-141.9856;1994.7369;1458.1039;0.4483;0.3158;0.0703;-0.9975;0.0000;0.9975;0.0702;-0.0116;0.0115;0.0008;0.9999;13;6
-47.3921;1999.1743;1457.3741;0.4828;0.3158;0.0234;-0.9997;0.0000;0.9997;0.0234;-0.0039;0.0039;0.0001;1.0000;14;6
47.3914;1999.1747;1457.3741;0.5172;0.3158;-0.0234;-0.9997;0.0000;0.9997;-0.0234;0.0039;-0.0039;0.0001;1.0000;15;6
141.9850;1994.7380;1458.1039;0.5517;0.3158;-0.0702;-0.9975;0.0000;0.9975;-0.0702;0.0116;-0.0115;0.0008;0.9999;16;6
236.0110;1985.8985;1459.5579;0.5862;0.3158;-0.1169;-0.9931;0.0000;0.9930;-0.1169;0.0192;-0.0191;0.0023;0.9998;17;6
329.0990;1972.7246;1461.7247;0.6207;0.3158;-0.1633;-0.9866;-0.0000;0.9862;-0.1632;0.0268;-0.0265;0.0044;0.9996;18;6
420.8903;1955.3191;1464.5874;0.6552;0.3158;-0.2092;-0.9779;-0.0000;0.9773;-0.2091;0.0344;-0.0336;0.0072;0.9994;19;6
511.0425;1933.8188;1468.1236;0.6897;0.3158;-0.2546;-0.9671;-0.0000;0.9662;-0.2544;0.0418;-0.0405;0.0106;0.9991;20;6
599.2345;1908.3949;1472.3051;0.7241;0.3158;-0.2992;-0.9542;-0.0000;0.9530;-0.2988;0.0491;-0.0469;0.0147;0.9988;21;6
685.1713;1879.2530;1477.0981;0.7586;0.3158;-0.3428;-0.9394;-0.0000;0.9379;-0.3423;0.0563;-0.0529;0.0193;0.9984;22;6
768.5882;1846.6326;1482.4631;0.7931;0.3158;-0.3852;-0.9228;-0.0000;0.9210;-0.3845;0.0632;-0.0584;0.0243;0.9980;23;6
849.2561;1810.8077;1488.3552;0.8276;0.3158;-0.4261;-0.9047;-0.0000;0.9025;-0.4251;0.0699;-0.0633;0.0298;0.9976;24;6
926.9857;1772.0866;1494.7236;0.8621;0.3158;-0.4652;-0.8852;-0.0000;0.8826;-0.4638;0.0763;-0.0675;0.0355;0.9971;25;6
1001.6325;1730.8117;1501.5121;0.8966;0.3158;-0.5020;-0.8649;-0.0000;0.8619;-0.5003;0.0823;-0.0712;0.0413;0.9966;26;6
1073.1016;1687.3597;1508.6586;0.9310;0.3158;-0.5363;-0.8440;-0.0000;0.8408;-0.5342;0.0879;-0.0742;0.0471;0.9961;27;6
1141.3521;1642.1416;1516.0957;0.9655;0.3158;-0.5675;-0.8234;0.0000;0.8198;-0.5651;0.0929;-0.0765;0.0528;0.9957;28;6
1206.4021;1595.6026;1523.7501;1.0000;0.3158;-0.5953;-0.8035;0.0001;0.7997;-0.5924;0.0974;-0.0783;0.0580;0.9952;29;6
-1206.4032;1595.5967;1444.3769;0.0000;0.3684;0.5953;-0.8035;0.0000;0.7983;0.5914;-0.1135;0.0912;0.0676;0.9935;0;7
-1141.3522;1642.1405;1435.4452;0.0345;0.3684;0.5675;-0.8233;0.0000;0.8185;0.5642;-0.1083;0.0891;0.0615;0.9941;1;7
-1073.1010;1687.3614;1426.7675;0.0690;0.3684;0.5363;-0.8440;-0.0000;0.8396;0.5335;-0.1024;0.0864;0.0549;0.9947;2;7
-1001.6315;1730.8148;1418.4291;0.1034;0.3684;0.5020;-0.8649;-0.0000;0.8609;0.4997;-0.0959;0.0829;0.0481;0.9954;3;7
-926.9845;1772.0901;1410.5088;0.1379;0.3684;0.4652;-0.8852;-0.0000;0.8817;0.4633;-0.0889;0.0787;0.0413;0.9960;4;7
-849.2550;1810.8109;1403.0787;0.1724;0.3684;0.4261;-0.9047;-0.0001;0.9017;0.4247;-0.0815;0.0737;0.0347;0.9967;5;7
-768.5872;1846.6350;1396.2046;0.2069;0.3684;0.3852;-0.9228;-0.0000;0.9203;0.3842;-0.0737;0.0680;0.0284;0.9973;6;7
-685.1705;1879.2544;1389.9456;0.2414;0.3684;0.3428;-0.9394;-0.0000;0.9374;0.3421;-0.0656;0.0617;0.0225;0.9978;7;7
-599.2340;1908.3954;1384.3540;0.2759;0.3684;0.2992;-0.9542;-0.0000;0.9526;0.2987;-0.0573;0.0547;0.0171;0.9984;8;7
-511.0422;1933.8184;1379.4759;0.3103;0.3684;0.2546;-0.9671;-0.0000;0.9659;0.2543;-0.0488;0.0472;0.0124;0.9988;9;7
-420.8903;1955.3181;1375.3507;0.3448;0.3684;0.2092;-0.9779;-0.0000;0.9771;0.2090;-0.0401;0.0392;0.0084;0.9992;10;7
-329.0994;1972.7233;1372.0111;0.3793;0.3684;0.1633;-0.9866;-0.0000;0.9861;0.1632;-0.0313;0.0309;0.0051;0.9995;11;7
-236.0115;1985.8971;1369.4835;0.4138;0.3684;0.1169;-0.9931;-0.0000;0.9929;0.1169;-0.0224;0.0223;0.0026;0.9997;12;7
-141.9856;1994.7369;1367.7875;0.4483;0.3684;0.0702;-0.9975;-0.0000;0.9974;0.0702;-0.0135;0.0134;0.0009;0.9999;13;7
-47.3921;1999.1740;1366.9362;0.4828;0.3684;0.0234;-0.9997;-0.0000;0.9997;0.0234;-0.0045;0.0045;0.0001;1.0000;14;7
47.3914;1999.1744;1366.9362;0.5172;0.3684;-0.0234;-0.9997;-0.0000;0.9997;-0.0234;0.0045;-0.0045;0.0001;1.0000;15;7
141.9850;1994.7380;1367.7875;0.5517;0.3684;-0.0702;-0.9975;-0.0000;0.9974;-0.0702;0.0135;-0.0134;0.0009;0.9999;16;7
236.0111;1985.8989;1369.4836;0.5862;0.3684;-0.1169;-0.9931;-0.0000;0.9929;-0.1169;0.0224;-0.0223;0.0026;0.9997;17;7
329.0991;1972.7256;1372.0113;0.6207;0.3684;-0.1633;-0.9866;-0.0000;0.9861;-0.1632;0.0313;-0.0309;0.0051;0.9995;18;7
420.8904;1955.3207;1375.3508;0.6552;0.3684;-0.2092;-0.9779;-0.0000;0.9771;-0.2090;0.0401;-0.0392;0.0084;0.9992;19;7
511.0426;1933.8211;1379.4761;0.6897;0.3684;-0.2546;-0.9671;-0.0000;0.9659;-0.2543;0.0488;-0.0472;0.0124;0.9988;20;7
599.2347;1908.3980;1384.3542;0.7241;0.3684;-0.2992;-0.9542;-0.0000;0.9526;-0.2987;0.0573;-0.0547;0.0171;0.9984;21;7
685.1715;1879.2567;1389.9457;0.7586;0.3684;-0.3428;-0.9394;-0.0000;0.9374;-0.3421;0.0656;-0.0617;0.0225;0.9978;22;7
768.5885;1846.6367;1396.2047;0.7931;0.3684;-0.3852;-0.9228;-0.0000;0.9203;-0.3842;0.0737;-0.0680;0.0284;0.9973;23;7
849.2563;1810.8119;1403.0788;0.8276;0.3684;-0.4261;-0.9047;-0.0001;0.9017;-0.4247;0.0815;-0.0737;0.0347;0.9967;24;7
926.9860;1772.0905;1410.5088;0.8621;0.3684;-0.4652;-0.8852;-0.0000;0.8817;-0.4633;0.0889;-0.0787;0.0413;0.9960;25;7
1001.6328;1730.8146;1418.4291;0.8966;0.3684;-0.5020;-0.8649;-0.0000;0.8609;-0.4997;0.0959;-0.0829;0.0481;0.9954;26;7
1073.1020;1687.3609;1426.7676;0.9310;0.3684;-0.5363;-0.8440;-0.0000;0.8396;-0.5335;0.1024;-0.0864;0.0549;0.9947;27;7
1141.3525;1642.1402;1435.4454;0.9655;0.3684;-0.5675;-0.8233;0.0000;0.8185;-0.5642;0.1083;-0.0891;0.0615;0.9941;28;7
1206.4025;1595.5975;1444.3772;1.0000;0.3684;-0.5953;-0.8035;0.0000;0.7983;-0.5914;0.1135;-0.0912;0.0676;0.9935;29;7
-1206.4034;1595.5925;1365.0037;0.0000;0.4211;0.5953;-0.8035;0.0000;0.7967;0.5903;-0.1295;0.1040;0.0771;0.9916;0;8
-1141.3523;1642.1400;1354.7946;0.0345;0.4211;0.5676;-0.8233;0.0000;0.8170;0.5632;-0.1235;0.1017;0.0701;0.9923;1;8
-1073.1011;1687.3635;1344.8761;0.0690;0.4211;0.5363;-0.8440;-0.0000;0.8382;0.5326;-0.1168;0.0986;0.0626;0.9932;2;8
-1001.6316;1730.8186;1335.3458;0.1034;0.4211;0.5020;-0.8648;-0.0000;0.8597;0.4990;-0.1094;0.0947;0.0549;0.9940;3;8
-926.9845;1772.0948;1326.2936;0.1379;0.4211;0.4652;-0.8852;-0.0001;0.8807;0.4628;-0.1015;0.0899;0.0472;0.9948;4;8
-849.2549;1810.8160;1317.8020;0.1724;0.4211;0.4261;-0.9047;-0.0001;0.9007;0.4243;-0.0930;0.0842;0.0396;0.9957;5;8
-768.5872;1846.6399;1309.9459;0.2069;0.4211;0.3852;-0.9228;-0.0001;0.9196;0.3838;-0.0842;0.0777;0.0324;0.9965;6;8
-685.1705;1879.2589;1302.7928;0.2414;0.4211;0.3428;-0.9394;-0.0000;0.9368;0.3418;-0.0750;0.0704;0.0257;0.9972;7;8
-599.2340;1908.3993;1296.4027;0.2759;0.4211;0.2992;-0.9542;-0.0000;0.9522;0.2985;-0.0655;0.0625;0.0195;0.9979;8;8
-511.0422;1933.8216;1290.8280;0.3103;0.4211;0.2546;-0.9671;-0.0000;0.9656;0.2542;-0.0557;0.0539;0.0142;0.9984;9;8
-420.8903;1955.3205;1286.1137;0.3448;0.4211;0.2092;-0.9779;-0.0000;0.9768;0.2090;-0.0458;0.0448;0.0096;0.9989;10;8
-329.0993;1972.7250;1282.2974;0.3793;0.4211;0.1633;-0.9866;-0.0000;0.9860;0.1632;-0.0358;0.0353;0.0058;0.9994;11;8
-236.0115;1985.8983;1279.4089;0.4138;0.4211;0.1169;-0.9931;-0.0000;0.9928;0.1169;-0.0256;0.0254;0.0030;0.9997;12;8
-141.9856;1994.7376;1277.4707;0.4483;0.4211;0.0702;-0.9975;-0.0000;0.9974;0.0702;-0.0154;0.0154;0.0011;0.9999;13;8
-47.3921;1999.1746;1276.4979;0.4828;0.4211;0.0234;-0.9997;-0.0000;0.9997;0.0234;-0.0051;0.0051;0.0001;1.0000;14;8
47.3914;1999.1750;1276.4979;0.5172;0.4211;-0.0234;-0.9997;-0.0000;0.9997;-0.0234;0.0051;-0.0051;0.0001;1.0000;15;8
141.9850;1994.7388;1277.4708;0.5517;0.4211;-0.0702;-0.9975;-0.0000;0.9974;-0.0702;0.0154;-0.0154;0.0011;0.9999;16;8
236.0111;1985.9001;1279.4089;0.5862;0.4211;-0.1169;-0.9931;-0.0000;0.9928;-0.1168;0.0256;-0.0254;0.0030;0.9997;17;8
329.0991;1972.7273;1282.2975;0.6207;0.4211;-0.1633;-0.9866;-0.0000;0.9860;-0.1631;0.0358;-0.0353;0.0058;0.9994;18;8
420.8903;1955.3231;1286.1139;0.6552;0.4211;-0.2092;-0.9779;-0.0000;0.9768;-0.2090;0.0458;-0.0448;0.0096;0.9989;19;8
511.0426;1933.8243;1290.8281;0.6897;0.4211;-0.2546;-0.9671;-0.0000;0.9656;-0.2542;0.0557;-0.0539;0.0142;0.9984;20;8
599.2347;1908.4019;1296.4028;0.7241;0.4211;-0.2992;-0.9542;-0.0000;0.9521;-0.2985;0.0655;-0.0625;0.0195;0.9979;21;8
685.1715;1879.2612;1302.7929;0.7586;0.4211;-0.3428;-0.9394;-0.0000;0.9368;-0.3418;0.0750;-0.0704;0.0257;0.9972;22;8
768.5885;1846.6416;1309.9459;0.7931;0.4211;-0.3852;-0.9228;-0.0001;0.9195;-0.3839;0.0842;-0.0777;0.0324;0.9965;23;8
849.2564;1810.8170;1317.8020;0.8276;0.4211;-0.4261;-0.9047;-0.0001;0.9007;-0.4243;0.0930;-0.0842;0.0396;0.9957;24;8
926.9860;1772.0952;1326.2935;0.8621;0.4211;-0.4652;-0.8852;-0.0001;0.8806;-0.4628;0.1015;-0.0899;0.0472;0.9948;25;8
1001.6329;1730.8184;1335.3457;0.8966;0.4211;-0.5020;-0.8648;-0.0000;0.8596;-0.4990;0.1094;-0.0947;0.0549;0.9940;26;8
1073.1021;1687.3630;1344.8761;0.9310;0.4211;-0.5363;-0.8440;-0.0000;0.8382;-0.5326;0.1168;-0.0986;0.0626;0.9932;27;8
1141.3527;1642.1397;1354.7946;0.9655;0.4211;-0.5676;-0.8233;0.0000;0.8170;-0.5632;0.1235;-0.1017;0.0701;0.9923;28;8
1206.4028;1595.5933;1365.0039;1.0000;0.4211;-0.5953;-0.8035;0.0000;0.7967;-0.5903;0.1295;-0.1040;0.0771;0.9916;29;8
-1206.4034;1595.5887;1285.6304;0.0000;0.4737;0.5954;-0.8035;0.0000;0.7949;0.5890;-0.1453;0.1168;0.0866;0.9894;0;9
-1141.3522;1642.1398;1274.1438;0.0345;0.4737;0.5676;-0.8233;0.0000;0.8153;0.5621;-0.1387;0.1142;0.0787;0.9903;1;9
-1073.1009;1687.3659;1262.9846;0.0690;0.4737;0.5363;-0.8440;-0.0000;0.8367;0.5317;-0.1312;0.1107;0.0703;0.9914;2;9
-1001.6314;1730.8226;1252.2624;0.1034;0.4737;0.5020;-0.8648;-0.0000;0.8583;0.4982;-0.1229;0.1063;0.0617;0.9924;3;9
-926.9843;1772.0997;1242.0784;0.1379;0.4737;0.4652;-0.8852;-0.0000;0.8794;0.4621;-0.1140;0.1010;0.0530;0.9935;4;9
-849.2547;1810.8211;1232.5252;0.1724;0.4737;0.4261;-0.9047;-0.0000;0.8997;0.4238;-0.1046;0.0946;0.0445;0.9945;5;9
-768.5870;1846.6449;1223.6871;0.2069;0.4737;0.3852;-0.9228;-0.0000;0.9187;0.3835;-0.0946;0.0873;0.0364;0.9955;6;9
-685.1702;1879.2634;1215.6401;0.2414;0.4737;0.3428;-0.9394;-0.0000;0.9361;0.3416;-0.0843;0.0792;0.0288;0.9964;7;9
-599.2337;1908.4031;1208.4514;0.2759;0.4737;0.2992;-0.9542;-0.0000;0.9516;0.2984;-0.0736;0.0702;0.0220;0.9973;8;9
-511.0420;1933.8246;1202.1802;0.3103;0.4737;0.2546;-0.9671;-0.0000;0.9652;0.2541;-0.0627;0.0606;0.0159;0.9980;9;9
-420.8901;1955.3228;1196.8769;0.3448;0.4737;0.2092;-0.9779;-0.0000;0.9766;0.2089;-0.0515;0.0504;0.0108;0.9987;10;9
-329.0992;1972.7266;1192.5837;0.3793;0.4737;0.1632;-0.9866;-0.0000;0.9858;0.1631;-0.0402;0.0397;0.0066;0.9992;11;9
-236.0114;1985.8993;1189.3343;0.4138;0.4737;0.1169;-0.9931;-0.0000;0.9927;0.1168;-0.0288;0.0286;0.0034;0.9996;12;9
-141.9855;1994.7383;1187.1540;0.4483;0.4737;0.0702;-0.9975;-0.0000;0.9974;0.0702;-0.0173;0.0173;0.0012;0.9998;13;9
-47.3921;1999.1750;1186.0596;0.4828;0.4737;0.0234;-0.9997;0.0000;0.9997;0.0234;-0.0058;0.0058;0.0001;1.0000;14;9
47.3914;1999.1754;1186.0597;0.5172;0.4737;-0.0234;-0.9997;0.0000;0.9997;-0.0234;0.0058;-0.0058;0.0001;1.0000;15;9
141.9849;1994.7394;1187.1540;0.5517;0.4737;-0.0702;-0.9975;-0.0000;0.9974;-0.0702;0.0173;-0.0173;0.0012;0.9998;16;9
236.0110;1985.9011;1189.3344;0.5862;0.4737;-0.1169;-0.9931;-0.0000;0.9927;-0.1168;0.0288;-0.0286;0.0034;0.9996;17;9
329.0990;1972.7289;1192.5838;0.6207;0.4737;-0.1632;-0.9866;-0.0000;0.9858;-0.1631;0.0402;-0.0397;0.0066;0.9992;18;9
420.8902;1955.3254;1196.8770;0.6552;0.4737;-0.2092;-0.9779;-0.0000;0.9766;-0.2089;0.0515;-0.0504;0.0108;0.9987;19;9
511.0424;1933.8274;1202.1802;0.6897;0.4737;-0.2546;-0.9671;-0.0000;0.9652;-0.2541;0.0627;-0.0606;0.0159;0.9980;20;9
599.2345;1908.4057;1208.4515;0.7241;0.4737;-0.2992;-0.9542;-0.0000;0.9516;-0.2984;0.0736;-0.0702;0.0220;0.9973;21;9
685.1713;1879.2656;1215.6401;0.7586;0.4737;-0.3428;-0.9394;-0.0000;0.9361;-0.3416;0.0843;-0.0792;0.0288;0.9964;22;9
768.5882;1846.6466;1223.6871;0.7931;0.4737;-0.3852;-0.9228;-0.0000;0.9187;-0.3835;0.0946;-0.0873;0.0364;0.9955;23;9
849.2562;1810.8221;1232.5251;0.8276;0.4737;-0.4261;-0.9047;-0.0000;0.8997;-0.4238;0.1045;-0.0946;0.0445;0.9945;24;9
926.9858;1772.1000;1242.0782;0.8621;0.4737;-0.4652;-0.8852;-0.0000;0.8794;-0.4621;0.1140;-0.1010;0.0530;0.9935;25;9
1001.6328;1730.8223;1252.2622;0.8966;0.4737;-0.5020;-0.8648;-0.0000;0.8583;-0.4982;0.1229;-0.1063;0.0617;0.9924;26;9
1073.1020;1687.3653;1262.9844;0.9310;0.4737;-0.5363;-0.8440;-0.0000;0.8367;-0.5317;0.1312;-0.1107;0.0703;0.9914;27;9
1141.3526;1642.1394;1274.1437;0.9655;0.4737;-0.5676;-0.8233;0.0000;0.8153;-0.5621;0.1387;-0.1142;0.0787;0.9903;28;9
1206.4028;1595.5894;1285.6304;1.0000;0.4737;-0.5954;-0.8035;0.0000;0.7949;-0.5890;0.1454;-0.1168;0.0866;0.9894;29;9
-1206.4031;1595.5848;1206.2572;0.0000;0.5263;0.5954;-0.8034;0.0000;0.7929;0.5876;-0.1611;0.1294;0.0960;0.9869;0;10
-1141.3519;1642.1393;1193.4932;0.0345;0.5263;0.5676;-0.8233;0.0000;0.8135;0.5609;-0.1538;0.1266;0.0873;0.9881;1;10
-1073.1006;1687.3678;1181.0933;0.0690;0.5263;0.5364;-0.8440;-0.0000;0.8350;0.5306;-0.1455;0.1228;0.0780;0.9894;2;10
-1001.6309;1730.8260;1169.1793;0.1034;0.5263;0.5021;-0.8648;-0.0000;0.8568;0.4974;-0.1364;0.1179;0.0684;0.9907;3;10
-926.9839;1772.1039;1157.8635;0.1379;0.5263;0.4652;-0.8852;-0.0000;0.8781;0.4614;-0.1265;0.1120;0.0588;0.9920;4;10
-849.2542;1810.8254;1147.2488;0.1724;0.5263;0.4261;-0.9047;-0.0000;0.8986;0.4232;-0.1160;0.1050;0.0494;0.9932;5;10
-768.5865;1846.6490;1137.4288;0.2069;0.5263;0.3852;-0.9228;-0.0000;0.9177;0.3831;-0.1050;0.0969;0.0404;0.9945;6;10
-685.1698;1879.2670;1128.4878;0.2414;0.5263;0.3428;-0.9394;-0.0000;0.9353;0.3413;-0.0936;0.0879;0.0320;0.9956;7;10
-599.2334;1908.4059;1120.5006;0.2759;0.5263;0.2992;-0.9542;-0.0000;0.9510;0.2982;-0.0817;0.0780;0.0244;0.9967;8;10
-511.0416;1933.8266;1113.5328;0.3103;0.5263;0.2546;-0.9671;-0.0000;0.9647;0.2539;-0.0696;0.0673;0.0177;0.9976;9;10
-420.8898;1955.3240;1107.6405;0.3448;0.5263;0.2092;-0.9779;-0.0000;0.9763;0.2088;-0.0572;0.0560;0.0120;0.9984;10;10
-329.0989;1972.7271;1102.8705;0.3793;0.5263;0.1632;-0.9866;0.0000;0.9856;0.1631;-0.0447;0.0441;0.0073;0.9990;11;10
-236.0112;1985.8992;1099.2603;0.4138;0.5263;0.1169;-0.9931;0.0000;0.9926;0.1168;-0.0320;0.0318;0.0038;0.9995;12;10
-141.9854;1994.7377;1096.8379;0.4483;0.5263;0.0702;-0.9975;0.0000;0.9973;0.0702;-0.0192;0.0192;0.0014;0.9998;13;10
-47.3920;1999.1743;1095.6220;0.4828;0.5263;0.0234;-0.9997;0.0000;0.9997;0.0234;-0.0064;0.0064;0.0002;1.0000;14;10
47.3914;1999.1747;1095.6220;0.5172;0.5263;-0.0234;-0.9997;0.0000;0.9997;-0.0234;0.0064;-0.0064;0.0002;1.0000;15;10
141.9848;1994.7388;1096.8379;0.5517;0.5263;-0.0702;-0.9975;0.0000;0.9973;-0.0702;0.0192;-0.0192;0.0014;0.9998;16;10
236.0108;1985.9010;1099.2604;0.5862;0.5263;-0.1169;-0.9931;0.0000;0.9926;-0.1168;0.0320;-0.0318;0.0038;0.9995;17;10
329.0987;1972.7294;1102.8706;0.6207;0.5263;-0.1632;-0.9866;0.0000;0.9856;-0.1631;0.0447;-0.0441;0.0073;0.9990;18;10
420.8899;1955.3266;1107.6406;0.6552;0.5263;-0.2092;-0.9779;-0.0000;0.9763;-0.2088;0.0572;-0.0560;0.0120;0.9984;19;10
511.0420;1933.8294;1113.5329;0.6897;0.5263;-0.2546;-0.9671;-0.0000;0.9647;-0.2539;0.0696;-0.0673;0.0177;0.9976;20;10
599.2341;1908.4085;1120.5006;0.7241;0.5263;-0.2992;-0.9542;-0.0000;0.9510;-0.2982;0.0817;-0.0780;0.0244;0.9967;21;10
685.1709;1879.2692;1128.4878;0.7586;0.5263;-0.3428;-0.9394;-0.0000;0.9353;-0.3413;0.0936;-0.0879;0.0320;0.9956;22;10
768.5878;1846.6507;1137.4287;0.7931;0.5263;-0.3852;-0.9228;-0.0000;0.9177;-0.3831;0.1050;-0.0969;0.0404;0.9945;23;10
849.2557;1810.8264;1147.2486;0.8276;0.5263;-0.4261;-0.9047;-0.0000;0.8986;-0.4232;0.1160;-0.1050;0.0494;0.9932;24;10
926.9854;1772.1041;1157.8633;0.8621;0.5263;-0.4652;-0.8852;-0.0000;0.8781;-0.4614;0.1265;-0.1120;0.0588;0.9920;25;10
1001.6323;1730.8257;1169.1791;0.8966;0.5263;-0.5021;-0.8648;-0.0000;0.8568;-0.4974;0.1363;-0.1179;0.0684;0.9907;26;10
1073.1016;1687.3672;1181.0931;0.9310;0.5263;-0.5364;-0.8440;-0.0000;0.8350;-0.5306;0.1455;-0.1228;0.0780;0.9894;27;10
1141.3523;1642.1389;1193.4930;0.9655;0.5263;-0.5676;-0.8233;0.0000;0.8135;-0.5609;0.1538;-0.1266;0.0873;0.9881;28;10
1206.4025;1595.5853;1206.2571;1.0000;0.5263;-0.5954;-0.8034;0.0000;0.7929;-0.5876;0.1611;-0.1294;0.0960;0.9869;29;10
-1206.4028;1595.5802;1126.8844;0.0000;0.5789;0.5954;-0.8034;0.0001;0.7908;0.5860;-0.1767;0.1420;0.1053;0.9843;0;11
-1141.3515;1642.1380;1112.8431;0.0345;0.5789;0.5676;-0.8233;0.0000;0.8115;0.5595;-0.1687;0.1389;0.0958;0.9857;1;11
-1073.1000;1687.3688;1099.2026;0.0690;0.5789;0.5364;-0.8440;0.0000;0.8332;0.5295;-0.1597;0.1348;0.0856;0.9872;2;11
-1001.6304;1730.8283;1086.0969;0.1034;0.5789;0.5021;-0.8648;-0.0000;0.8551;0.4964;-0.1497;0.1295;0.0751;0.9887;3;11
-926.9832;1772.1067;1073.6493;0.1379;0.5789;0.4652;-0.8852;-0.0000;0.8766;0.4607;-0.1389;0.1230;0.0646;0.9903;4;11
-849.2536;1810.8284;1061.9731;0.1724;0.5789;0.4261;-0.9047;-0.0000;0.8973;0.4226;-0.1274;0.1153;0.0543;0.9918;5;11
-768.5859;1846.6516;1051.1713;0.2069;0.5789;0.3852;-0.9228;-0.0000;0.9167;0.3826;-0.1154;0.1065;0.0444;0.9933;6;11
-685.1692;1879.2689;1041.3364;0.2414;0.5789;0.3428;-0.9394;-0.0000;0.9344;0.3410;-0.1028;0.0966;0.0352;0.9947;7;11
-599.2328;1908.4070;1032.5508;0.2759;0.5789;0.2992;-0.9542;0.0000;0.9503;0.2979;-0.0898;0.0857;0.0269;0.9960;8;11
-511.0412;1933.8268;1024.8864;0.3103;0.5789;0.2545;-0.9671;0.0000;0.9642;0.2538;-0.0765;0.0740;0.0195;0.9971;9;11
-420.8894;1955.3233;1018.4052;0.3448;0.5789;0.2092;-0.9779;0.0000;0.9759;0.2088;-0.0629;0.0615;0.0132;0.9980;10;11
-329.0986;1972.7256;1013.1584;0.3793;0.5789;0.1632;-0.9866;0.0000;0.9854;0.1630;-0.0492;0.0485;0.0081;0.9988;11;11
-236.0110;1985.8970;1009.1873;0.4138;0.5789;0.1169;-0.9931;0.0000;0.9925;0.1168;-0.0352;0.0350;0.0042;0.9994;12;11
-141.9853;1994.7351;1006.5228;0.4483;0.5789;0.0702;-0.9975;0.0000;0.9973;0.0702;-0.0212;0.0211;0.0015;0.9998;13;11
-47.3920;1999.1714;1005.1854;0.4828;0.5789;0.0234;-0.9997;0.0000;0.9997;0.0234;-0.0071;0.0071;0.0002;1.0000;14;11
