x;y;z;u;v;nx;ny;nz;tx;ty;tz;bx;by;bz;column;row
1290.9174;1527.7901;1911.3712;0.3103;0.0526;-0.6461;-0.7633;-0.0000;0.7632;-0.6461;-0.0070;0.0053;-0.0045;1.0000;9;1
1360.2483;1466.2800;1910.7811;0.3448;0.0526;-0.6809;-0.7324;-0.0000;0.7324;-0.6809;-0.0058;0.0042;-0.0039;1.0000;10;1
1427.1736;1401.0824;1910.3005;0.3793;0.0526;-0.7143;-0.6998;0.0000;0.6998;-0.7143;-0.0045;0.0032;-0.0032;1.0000;11;1
1491.3819;1332.3977;1909.9337;0.4138;0.0526;-0.7463;-0.6656;0.0000;0.6656;-0.7463;-0.0033;0.0022;-0.0024;1.0000;12;1
1552.5799;1260.4592;1909.6842;0.4483;0.0526;-0.7767;-0.6299;0.0000;0.6299;-0.7767;-0.0020;0.0013;-0.0015;1.0000;13;1
1610.4950;1185.5293;1909.5551;0.4828;0.0526;-0.8053;-0.5928;0.0000;0.5928;-0.8053;-0.0007;0.0004;-0.0006;1.0000;14;1
1664.8792;1107.8958;1909.5482;0.5172;0.0526;-0.8323;-0.5544;0.0000;0.5544;-0.8323;0.0006;-0.0003;0.0005;1.0000;15;1
1715.5111;1027.8686;1909.6645;0.5517;0.0526;-0.8574;-0.5147;0.0000;0.5147;-0.8574;0.0019;-0.0010;0.0016;1.0000;16;1
1762.1998;945.7753;1909.9039;0.5862;0.0526;-0.8806;-0.4738;0.0000;0.4738;-0.8806;0.0032;-0.0015;0.0028;1.0000;17;1
1804.7875;861.9583;1910.2652;0.6207;0.0526;-0.9019;-0.4319;-0.0000;0.4319;-0.9019;0.0045;-0.0019;0.0041;1.0000;18;1
1843.1528;776.7704;1910.7458;0.6552;0.0526;-0.9212;-0.3892;-0.0000;0.3891;-0.9212;0.0058;-0.0023;0.0053;1.0000;19;1
1877.2135;690.5716;1911.3419;0.6897;0.0526;-0.9384;-0.3457;-0.0000;0.3457;-0.9383;0.0071;-0.0025;0.0066;1.0000;20;1
1906.9299;603.7253;1912.0482;0.7241;0.0526;-0.9534;-0.3017;-0.0000;0.3017;-0.9534;0.0083;-0.0025;0.0079;1.0000;21;1
1932.3076;516.5944;1912.8579;0.7586;0.0526;-0.9663;-0.2575;-0.0000;0.2575;-0.9662;0.0095;-0.0025;0.0092;1.0000;22;1
1953.4009;429.5378;1913.7626;0.7931;0.0526;-0.9769;-0.2135;-0.0000;0.2135;-0.9769;0.0107;-0.0023;0.0104;0.9999;23;1
1970.3156;342.9066;1914.7521;0.8276;0.0526;-0.9855;-0.1700;-0.0000;0.1699;-0.9854;0.0117;-0.0020;0.0116;0.9999;24;1
1983.2119;257.0407;1915.8145;0.8621;0.0526;-0.9918;-0.1274;-0.0000;0.1274;-0.9918;0.0127;-0.0017;0.0126;0.9999;25;1
1992.3080;172.2646;1916.9360;0.8966;0.0526;-0.9963;-0.0864;-0.0000;0.0864;-0.9962;0.0136;-0.0012;0.0135;0.9999;26;1
1997.8825;88.8841;1918.1009;0.9310;0.0526;-0.9989;-0.0476;-0.0000;0.0476;-0.9988;0.0143;-0.0007;0.0143;0.9999;27;1
2000.2780;7.1826;1919.2913;0.9655;0.0526;-0.9999;-0.0118;-0.0000;0.0118;-0.9998;0.0148;-0.0002;0.0148;0.9999;28;1
1999.9039;-72.5829;1920.4871;1.0000;0.0526;-0.9998;0.0201;0.0000;-0.0201;-0.9997;0.0151;0.0003;0.0151;0.9999;29;1
615.0170;1903.4092;1841.2724;0.0000;0.1053;-0.3158;-0.9488;0.0000;0.9483;-0.3156;-0.0331;0.0314;-0.0104;0.9995;0;2
690.5376;1876.8523;1838.6918;0.0345;0.1053;-0.3485;-0.9373;0.0000;0.9369;-0.3483;-0.0313;0.0294;-0.0109;0.9995;1;2
766.7585;1846.8926;1836.2002;0.0690;0.1053;-0.3837;-0.9235;-0.0000;0.9231;-0.3835;-0.0295;0.0272;-0.0113;0.9996;2;2
843.3442;1813.2685;1833.8166;0.1034;0.1053;-0.4206;-0.9072;-0.0000;0.9069;-0.4205;-0.0275;0.0249;-0.0116;0.9996;3;2
919.9498;1775.7847;1831.5589;0.1379;0.1053;-0.4586;-0.8887;-0.0000;0.8884;-0.4584;-0.0254;0.0226;-0.0117;0.9997;4;2
996.2236;1734.3080;1829.4445;0.1724;0.1053;-0.4969;-0.8678;-0.0000;0.8676;-0.4968;-0.0233;0.0202;-0.0116;0.9997;5;2
1071.8109;1688.7642;1827.4894;0.2069;0.1053;-0.5352;-0.8447;-0.0000;0.8445;-0.5351;-0.0210;0.0178;-0.0113;0.9998;6;2
1146.3564;1639.1340;1825.7088;0.2414;0.1053;-0.5730;-0.8195;-0.0000;0.8194;-0.5729;-0.0187;0.0153;-0.0107;0.9998;7;2
1219.5074;1585.4493;1824.1165;0.2759;0.1053;-0.6101;-0.7924;0.0000;0.7922;-0.6100;-0.0164;0.0130;-0.0100;0.9999;8;2
1290.9171;1527.7899;1822.7250;0.3103;0.1053;-0.6461;-0.7633;0.0000;0.7632;-0.6460;-0.0139;0.0107;-0.0090;0.9999;9;2
1360.2474;1466.2792;1821.5455;0.3448;0.1053;-0.6809;-0.7324;0.0000;0.7323;-0.6809;-0.0115;0.0084;-0.0078;0.9999;10;2
1427.1722;1401.0812;1820.5877;0.3793;0.1053;-0.7143;-0.6998;0.0000;0.6998;-0.7143;-0.0090;0.0063;-0.0064;1.0000;11;2
1491.3802;1332.3962;1819.8597;0.4138;0.1053;-0.7463;-0.6656;0.0000;0.6656;-0.7463;-0.0065;0.0043;-0.0048;1.0000;12;2
1552.5778;1260.4575;1819.3680;0.4483;0.1053;-0.7767;-0.6299;0.0000;0.6299;-0.7766;-0.0039;0.0025;-0.0030;1.0000;13;2
1610.4929;1185.5275;1819.1173;0.4828;0.1053;-0.8053;-0.5928;0.0000;0.5928;-0.8053;-0.0014;0.0008;-0.0011;1.0000;14;2
1664.8771;1107.8941;1819.1105;0.5172;0.1053;-0.8323;-0.5544;0.0000;0.5544;-0.8323;0.0012;-0.0006;0.0010;1.0000;15;2
1715.5093;1027.8670;1819.3486;0.5517;0.1053;-0.8574;-0.5147;0.0000;0.5147;-0.8574;0.0038;-0.0019;0.0033;1.0000;16;2
1762.1984;945.7741;1819.8305;0.5862;0.1053;-0.8806;-0.4738;0.0000;0.4738;-0.8806;0.0064;-0.0030;0.0056;1.0000;17;2
1804.7866;861.9575;1820.5530;0.6207;0.1053;-0.9019;-0.4319;0.0000;0.4319;-0.9019;0.0090;-0.0039;0.0081;1.0000;18;2
1843.1525;776.7702;1821.5109;0.6552;0.1053;-0.9212;-0.3892;0.0000;0.3891;-0.9211;0.0115;-0.0045;0.0106;0.9999;19;2
1877.2139;690.5720;1822.6964;0.6897;0.1053;-0.9383;-0.3457;0.0000;0.3457;-0.9383;0.0140;-0.0049;0.0132;0.9999;20;2
1906.9309;603.7263;1824.0995;0.7241;0.1053;-0.9534;-0.3017;-0.0000;0.3017;-0.9533;0.0165;-0.0050;0.0157;0.9999;21;2
1932.3092;516.5959;1825.7078;0.7586;0.1053;-0.9663;-0.2576;-0.0000;0.2575;-0.9661;0.0189;-0.0049;0.0183;0.9998;22;2
1953.4029;429.5397;1827.5063;0.7931;0.1053;-0.9769;-0.2135;-0.0000;0.2134;-0.9767;0.0212;-0.0045;0.0207;0.9998;23;2
1970.3178;342.9089;1829.4771;0.8276;0.1053;-0.9855;-0.1700;-0.0000;0.1699;-0.9852;0.0234;-0.0040;0.0231;0.9997;24;2
1983.2140;257.0429;1831.5999;0.8621;0.1053;-0.9919;-0.1274;-0.0000;0.1274;-0.9915;0.0254;-0.0033;0.0252;0.9997;25;2
1992.3095;172.2665;1833.8515;0.8966;0.1053;-0.9963;-0.0864;-0.0000;0.0864;-0.9959;0.0273;-0.0024;0.0272;0.9996;26;2
1997.8830;88.8853;1836.2057;0.9310;0.1053;-0.9989;-0.0476;0.0000;0.0476;-0.9984;0.0290;-0.0014;0.0289;0.9996;27;2
2000.2767;7.1824;1838.6332;0.9655;0.1053;-0.9999;-0.0118;0.0000;0.0118;-0.9995;0.0303;-0.0003;0.0303;0.9995;28;2
1999.9000;-72.5851;1841.1019;1.0000;0.1053;-0.9998;0.0202;0.0001;-0.0201;-0.9993;0.0314;0.0007;0.0314;0.9995;29;2
615.0134;1903.4058;1761.8967;0.0000;0.1579;-0.3157;-0.9489;0.0001;0.9477;-0.3153;-0.0493;0.0468;-0.0155;0.9988;0;3
690.5360;1876.8507;1758.0411;0.0345;0.1579;-0.3484;-0.9373;0.0000;0.9363;-0.3481;-0.0468;0.0439;-0.0163;0.9989;1;3
766.7582;1846.8923;1754.3104;0.0690;0.1579;-0.3837;-0.9235;0.0000;0.9226;-0.3833;-0.0441;0.0408;-0.0169;0.9990;2;3
843.3447;1813.2689;1750.7359;0.1034;0.1579;-0.4206;-0.9072;-0.0000;0.9065;-0.4203;-0.0412;0.0374;-0.0173;0.9991;3;3
919.9506;1775.7854;1747.3469;0.1379;0.1579;-0.4586;-0.8887;-0.0000;0.8880;-0.4582;-0.0381;0.0339;-0.0175;0.9993;4;3
996.2244;1734.3088;1744.1711;0.1724;0.1579;-0.4969;-0.8678;-0.0000;0.8673;-0.4966;-0.0349;0.0303;-0.0174;0.9994;5;3
1071.8114;1688.7647;1741.2339;0.2069;0.1579;-0.5352;-0.8447;-0.0000;0.8443;-0.5349;-0.0316;0.0267;-0.0169;0.9995;6;3
1146.3563;1639.1341;1738.5590;0.2414;0.1579;-0.5730;-0.8195;-0.0000;0.8192;-0.5728;-0.0281;0.0230;-0.0161;0.9996;7;3
1219.5068;1585.4490;1736.1677;0.2759;0.1579;-0.6101;-0.7923;0.0000;0.7921;-0.6099;-0.0246;0.0195;-0.0150;0.9997;8;3
1290.9159;1527.7890;1734.0792;0.3103;0.1579;-0.6461;-0.7633;0.0000;0.7631;-0.6460;-0.0209;0.0160;-0.0135;0.9998;9;3
1360.2457;1466.2778;1732.3103;0.3448;0.1579;-0.6809;-0.7324;0.0000;0.7323;-0.6808;-0.0172;0.0126;-0.0117;0.9999;10;3
1427.1700;1401.0794;1730.8753;0.3793;0.1579;-0.7144;-0.6998;0.0000;0.6997;-0.7143;-0.0135;0.0095;-0.0096;0.9999;11;3
1491.3776;1332.3940;1729.7862;0.4138;0.1579;-0.7463;-0.6656;0.0000;0.6656;-0.7463;-0.0097;0.0065;-0.0072;1.0000;12;3
1552.5750;1260.4550;1729.0523;0.4483;0.1579;-0.7767;-0.6299;0.0000;0.6299;-0.7766;-0.0059;0.0037;-0.0045;1.0000;13;3
1610.4900;1185.5249;1728.6801;0.4828;0.1579;-0.8053;-0.5928;0.0000;0.5928;-0.8053;-0.0020;0.0012;-0.0016;1.0000;14;3
1664.8743;1107.8915;1728.6735;0.5172;0.1579;-0.8323;-0.5544;0.0000;0.5544;-0.8323;0.0019;-0.0010;0.0016;1.0000;15;3
1715.5067;1027.8646;1729.0334;0.5517;0.1579;-0.8574;-0.5147;0.0000;0.5147;-0.8574;0.0057;-0.0029;0.0049;1.0000;16;3
1762.1961;945.7720;1729.7579;0.5862;0.1579;-0.8806;-0.4738;0.0000;0.4738;-0.8806;0.0096;-0.0045;0.0085;1.0000;17;3
1804.7848;861.9558;1730.8418;0.6207;0.1579;-0.9019;-0.4319;0.0000;0.4319;-0.9018;0.0134;-0.0058;0.0121;0.9999;18;3
1843.1513;776.7688;1732.2769;0.6552;0.1579;-0.9212;-0.3892;0.0000;0.3891;-0.9210;0.0173;-0.0067;0.0159;0.9999;19;3
1877.2132;690.5712;1734.0519;0.6897;0.1579;-0.9383;-0.3457;0.0000;0.3456;-0.9381;0.0210;-0.0073;0.0197;0.9998;20;3
1906.9307;603.7259;1736.1520;0.7241;0.1579;-0.9534;-0.3017;0.0000;0.3016;-0.9531;0.0247;-0.0074;0.0236;0.9997;21;3
1932.3095;516.5959;1738.5590;0.7586;0.1579;-0.9663;-0.2576;-0.0000;0.2575;-0.9659;0.0283;-0.0073;0.0273;0.9996;22;3
1953.4036;429.5401;1741.2512;0.7931;0.1579;-0.9769;-0.2135;-0.0000;0.2134;-0.9765;0.0318;-0.0068;0.0310;0.9995;23;3
1970.3185;342.9093;1744.2035;0.8276;0.1579;-0.9855;-0.1700;-0.0000;0.1698;-0.9848;0.0351;-0.0060;0.0345;0.9994;24;3
1983.2144;257.0432;1747.3868;0.8621;0.1579;-0.9919;-0.1274;-0.0000;0.1273;-0.9911;0.0382;-0.0049;0.0379;0.9993;25;3
1992.3092;172.2662;1750.7685;0.8966;0.1579;-0.9963;-0.0864;0.0000;0.0863;-0.9954;0.0410;-0.0035;0.0409;0.9992;26;3
1997.8814;88.8839;1754.3119;0.9310;0.1579;-0.9989;-0.0476;0.0000;0.0476;-0.9979;0.0436;-0.0021;0.0436;0.9990;27;3
2000.2732;7.1795;1757.9767;0.9655;0.1579;-0.9999;-0.0118;0.0001;0.0118;-0.9989;0.0459;-0.0005;0.0459;0.9989;28;3
1999.8938;-72.5902;1761.7182;1.0000;0.1579;-0.9998;0.0202;0.0001;-0.0202;-0.9987;0.0477;0.0010;0.0477;0.9989;29;3
615.0093;1903.4024;1682.5214;0.0000;0.2105;-0.3157;-0.9489;0.0001;0.9468;-0.3150;-0.0655;0.0622;-0.0206;0.9979;0;4
690.5340;1876.8492;1677.3906;0.0345;0.2105;-0.3484;-0.9373;0.0000;0.9355;-0.3477;-0.0623;0.0584;-0.0217;0.9981;1;4
766.7576;1846.8920;1672.4208;0.0690;0.2105;-0.3837;-0.9235;0.0000;0.9219;-0.3830;-0.0588;0.0543;-0.0225;0.9983;2;4
843.3450;1813.2694;1667.6553;0.1034;0.2105;-0.4206;-0.9072;-0.0000;0.9059;-0.4200;-0.0549;0.0498;-0.0231;0.9985;3;4
919.9512;1775.7862;1663.1349;0.1379;0.2105;-0.4586;-0.8887;-0.0000;0.8875;-0.4580;-0.0509;0.0452;-0.0233;0.9987;4;4
996.2250;1734.3096;1658.8976;0.1724;0.2105;-0.4969;-0.8678;-0.0000;0.8669;-0.4964;-0.0466;0.0404;-0.0232;0.9989;5;4
1071.8118;1688.7654;1654.9783;0.2069;0.2105;-0.5352;-0.8447;-0.0000;0.8440;-0.5347;-0.0421;0.0356;-0.0226;0.9991;6;4
1146.3563;1639.1344;1651.4091;0.2414;0.2105;-0.5730;-0.8195;-0.0000;0.8190;-0.5726;-0.0375;0.0307;-0.0215;0.9993;7;4
1219.5063;1585.4488;1648.2188;0.2759;0.2105;-0.6101;-0.7923;0.0000;0.7919;-0.6098;-0.0328;0.0259;-0.0200;0.9995;8;4
1290.9149;1527.7883;1645.4333;0.3103;0.2105;-0.6461;-0.7632;0.0000;0.7630;-0.6459;-0.0279;0.0213;-0.0180;0.9996;9;4
1360.2442;1466.2766;1643.0749;0.3448;0.2105;-0.6809;-0.7324;0.0000;0.7322;-0.6807;-0.0230;0.0168;-0.0156;0.9997;10;4
1427.1680;1401.0777;1641.1628;0.3793;0.2105;-0.7144;-0.6998;0.0000;0.6997;-0.7142;-0.0179;0.0126;-0.0128;0.9998;11;4
1491.3752;1332.3920;1639.7126;0.4138;0.2105;-0.7463;-0.6656;0.0000;0.6656;-0.7462;-0.0129;0.0086;-0.0096;0.9999;12;4
1552.5724;1260.4528;1638.7365;0.4483;0.2105;-0.7767;-0.6299;0.0000;0.6299;-0.7766;-0.0078;0.0049;-0.0060;1.0000;13;4
1610.4873;1185.5225;1638.2428;0.4828;0.2105;-0.8053;-0.5928;0.0000;0.5928;-0.8053;-0.0026;0.0016;-0.0021;1.0000;14;4
1664.8717;1107.8891;1638.2365;0.5172;0.2105;-0.8323;-0.5544;0.0000;0.5544;-0.8323;0.0025;-0.0014;0.0021;1.0000;15;4
1715.5042;1027.8623;1638.7183;0.5517;0.2105;-0.8574;-0.5147;0.0000;0.5147;-0.8574;0.0077;-0.0039;0.0066;1.0000;16;4
1762.1940;945.7699;1639.6853;0.5862;0.2105;-0.8806;-0.4738;0.0000;0.4738;-0.8805;0.0128;-0.0060;0.0113;0.9999;17;4
1804.7831;861.9540;1641.1306;0.6207;0.2105;-0.9019;-0.4319;0.0000;0.4319;-0.9018;0.0179;-0.0077;0.0162;0.9998;18;4
1843.1500;776.7675;1643.0431;0.6552;0.2105;-0.9212;-0.3892;0.0000;0.3891;-0.9209;0.0230;-0.0089;0.0212;0.9997;19;4
1877.2125;690.5702;1645.4076;0.6897;0.2105;-0.9383;-0.3457;0.0000;0.3456;-0.9380;0.0280;-0.0097;0.0263;0.9996;20;4
1906.9305;603.7253;1648.2047;0.7241;0.2105;-0.9534;-0.3017;0.0000;0.3016;-0.9529;0.0329;-0.0099;0.0314;0.9995;21;4
1932.3097;516.5957;1651.4104;0.7586;0.2105;-0.9663;-0.2576;-0.0000;0.2574;-0.9656;0.0377;-0.0097;0.0364;0.9993;22;4
1953.4039;429.5399;1654.9965;0.7931;0.2105;-0.9769;-0.2135;-0.0000;0.2133;-0.9761;0.0423;-0.0090;0.0413;0.9991;23;4
1970.3188;342.9091;1658.9302;0.8276;0.2105;-0.9855;-0.1700;-0.0000;0.1698;-0.9844;0.0467;-0.0079;0.0460;0.9989;24;4
1983.2144;257.0427;1663.1740;0.8621;0.2105;-0.9919;-0.1274;0.0000;0.1272;-0.9906;0.0509;-0.0065;0.0505;0.9987;25;4
1992.3084;172.2650;1667.6858;0.8966;0.2105;-0.9963;-0.0864;0.0000;0.0863;-0.9948;0.0547;-0.0047;0.0545;0.9985;26;4
1997.8792;88.8816;1672.4186;0.9310;0.2105;-0.9989;-0.0476;0.0000;0.0475;-0.9972;0.0583;-0.0027;0.0582;0.9983;27;4
2000.2689;7.1755;1677.3206;0.9655;0.2105;-0.9999;-0.0117;0.0001;0.0117;-0.9980;0.0614;-0.0007;0.0614;0.9981;28;4
1999.8865;-72.5967;1682.3349;1.0000;0.2105;-0.9998;0.0202;0.0001;-0.0202;-0.9977;0.0640;0.0014;0.0640;0.9980;29;4
615.0054;1903.3995;1603.1462;0.0000;0.2632;-0.3157;-0.9489;0.0000;0.9457;-0.3146;-0.0817;0.0775;-0.0257;0.9967;0;5
690.5323;1876.8482;1596.7401;0.0345;0.2632;-0.3484;-0.9373;0.0000;0.9345;-0.3473;-0.0777;0.0729;-0.0271;0.9970;1;5
766.7573;1846.8922;1590.5309;0.0690;0.2632;-0.3837;-0.9235;-0.0000;0.9210;-0.3826;-0.0734;0.0677;-0.0281;0.9973;2;5
843.3455;1813.2704;1584.5744;0.1034;0.2632;-0.4206;-0.9072;-0.0000;0.9051;-0.4196;-0.0686;0.0622;-0.0289;0.9976;3;5
919.9522;1775.7876;1578.9225;0.1379;0.2632;-0.4586;-0.8887;-0.0000;0.8869;-0.4576;-0.0636;0.0565;-0.0292;0.9980;4;5
996.2261;1734.3110;1573.6237;0.1724;0.2632;-0.4969;-0.8678;-0.0000;0.8663;-0.4961;-0.0582;0.0505;-0.0290;0.9983;5;5
1071.8127;1688.7666;1568.7222;0.2069;0.2632;-0.5352;-0.8447;-0.0000;0.8435;-0.5345;-0.0526;0.0445;-0.0282;0.9986;6;5
1146.3569;1639.1352;1564.2586;0.2414;0.2632;-0.5730;-0.8195;-0.0000;0.8186;-0.5724;-0.0469;0.0384;-0.0269;0.9989;7;5
1219.5064;1585.4491;1560.2693;0.2759;0.2632;-0.6101;-0.7923;-0.0000;0.7917;-0.6096;-0.0409;0.0324;-0.0250;0.9992;8;5
1290.9145;1527.7882;1556.7867;0.3103;0.2632;-0.6461;-0.7632;-0.0000;0.7628;-0.6457;-0.0349;0.0266;-0.0225;0.9994;9;5
1360.2433;1466.2760;1553.8389;0.3448;0.2632;-0.6809;-0.7324;0.0000;0.7321;-0.6806;-0.0287;0.0210;-0.0195;0.9996;10;5
1427.1667;1401.0767;1551.4497;0.3793;0.2632;-0.7144;-0.6998;0.0000;0.6996;-0.7142;-0.0224;0.0157;-0.0160;0.9997;11;5
1491.3735;1332.3906;1549.6384;0.4138;0.2632;-0.7463;-0.6656;0.0000;0.6655;-0.7462;-0.0161;0.0107;-0.0120;0.9999;12;5
1552.5705;1260.4511;1548.4201;0.4483;0.2632;-0.7767;-0.6299;0.0000;0.6299;-0.7766;-0.0097;0.0061;-0.0075;1.0000;13;5
1610.4853;1185.5208;1547.8050;0.4828;0.2632;-0.8053;-0.5928;0.0000;0.5928;-0.8053;-0.0033;0.0020;-0.0026;1.0000;14;5
1664.8697;1107.8874;1547.7989;0.5172;0.2632;-0.8323;-0.5544;0.0000;0.5544;-0.8323;0.0032;-0.0017;0.0026;1.0000;15;5
1715.5025;1027.8607;1548.4026;0.5517;0.2632;-0.8574;-0.5147;0.0000;0.5146;-0.8573;0.0096;-0.0049;0.0082;1.0000;16;5
1762.1925;945.7684;1549.6123;0.5862;0.2632;-0.8806;-0.4738;0.0000;0.4738;-0.8805;0.0160;-0.0076;0.0141;0.9999;17;5
1804.7821;861.9528;1551.4190;0.6207;0.2632;-0.9019;-0.4319;0.0000;0.4318;-0.9017;0.0224;-0.0097;0.0202;0.9997;18;5
1843.1494;776.7666;1553.8089;0.6552;0.2632;-0.9212;-0.3892;0.0000;0.3890;-0.9208;0.0287;-0.0112;0.0265;0.9996;19;5
