x;y;z;u;v;nx;ny;nz;tx;ty;tz;bx;by;bz;column;row
-1427.1722;1401.0811;2000.0145;0.6207;0.0000;0.7143;-0.6998;-0.0000;0.6998;0.7143;0.0000;-0.0000;-0.0001;1.0000;18;0
-1360.2458;1466.2785;2000.0178;0.6552;0.0000;0.6809;-0.7324;-0.0000;0.7324;0.6809;0.0000;0.0000;-0.0001;1.0000;19;0
-1290.9138;1527.7884;2000.0183;0.6897;0.0000;0.6461;-0.7633;-0.0001;0.7633;0.6461;-0.0000;0.0000;-0.0000;1.0000;20;0
-1219.5023;1585.4468;2000.0156;0.7241;0.0000;0.6100;-0.7924;-0.0001;0.7924;0.6100;-0.0000;0.0001;-0.0000;1.0000;21;0
-1146.3497;1639.1303;2000.0100;0.7586;0.0000;0.5730;-0.8196;-0.0001;0.8196;0.5730;-0.0001;0.0001;-0.0000;1.0000;22;0
-1071.8030;1688.7594;2000.0021;0.7931;0.0000;0.5352;-0.8447;-0.0001;0.8447;0.5352;-0.0001;0.0001;-0.0000;1.0000;23;0
-996.2149;1734.3022;1999.9931;0.8276;0.0000;0.4969;-0.8678;-0.0001;0.8678;0.4969;-0.0001;0.0001;-0.0000;1.0000;24;0
-919.9409;1775.7783;1999.9849;0.8621;0.0000;0.4586;-0.8887;-0.0001;0.8887;0.4586;-0.0001;0.0001;-0.0000;1.0000;25;0
-843.3361;1813.2622;1999.9801;0.8966;0.0000;0.4206;-0.9072;-0.0001;0.9072;0.4206;-0.0000;0.0001;-0.0001;1.0000;26;0
-766.7524;1846.8874;1999.9823;0.9310;0.0000;0.3837;-0.9234;-0.0001;0.9234;0.3837;0.0001;-0.0001;-0.0001;1.0000;27;0
-690.5349;1876.8495;1999.9960;0.9655;0.0000;0.3485;-0.9373;-0.0001;0.9373;0.3485;0.0003;-0.0002;-0.0001;1.0000;28;0
-615.0195;1903.4106;2000.0265;1.0000;0.0000;0.3158;-0.9488;-0.0000;0.9488;0.3158;0.0005;-0.0005;-0.0002;1.0000;29;0
-1999.8989;-72.5936;1920.4913;0.0000;0.0526;0.9998;0.0201;0.0000;-0.0201;0.9997;-0.0151;-0.0003;0.0151;0.9999;0;1
-2000.2733;7.1773;1919.2940;0.0345;0.0526;0.9999;-0.0118;-0.0000;0.0118;0.9998;-0.0148;0.0002;0.0148;0.9999;1;1
-1997.8782;88.8823;1918.1026;0.0690;0.0526;0.9989;-0.0476;-0.0000;0.0476;0.9988;-0.0143;0.0007;0.0143;0.9999;2;1
-1992.3043;172.2648;1916.9370;0.1034;0.0526;0.9963;-0.0864;-0.0000;0.0864;0.9962;-0.0136;0.0012;0.0135;0.9999;3;1
-1983.2090;257.0419;1915.8151;0.1379;0.0526;0.9919;-0.1274;-0.0000;0.1274;0.9918;-0.0127;0.0017;0.0126;0.9999;4;1
-1970.3134;342.9081;1914.7524;0.1724;0.0526;0.9855;-0.1699;-0.0000;0.1699;0.9854;-0.0117;0.0020;0.0116;0.9999;5;1
-1953.3996;429.5391;1913.7628;0.2069;0.0526;0.9769;-0.2135;-0.0000;0.2135;0.9769;-0.0107;0.0023;0.0104;0.9999;6;1
-1932.3070;516.5952;1912.8581;0.2414;0.0526;0.9663;-0.2575;-0.0000;0.2575;0.9662;-0.0095;0.0025;0.0092;1.0000;7;1
-1906.9299;603.7255;1912.0484;0.2759;0.0526;0.9534;-0.3017;-0.0000;0.3017;0.9534;-0.0083;0.0025;0.0079;1.0000;8;1
-1877.2141;690.5712;1911.3421;0.3103;0.0526;0.9384;-0.3457;-0.0000;0.3457;0.9383;-0.0071;0.0025;0.0066;1.0000;9;1
-1843.1538;776.7694;1910.7461;0.3448;0.0526;0.9212;-0.3892;-0.0000;0.3891;0.9212;-0.0058;0.0023;0.0053;1.0000;10;1
-1804.7887;861.9569;1910.2655;0.3793;0.0526;0.9019;-0.4319;-0.0000;0.4319;0.9019;-0.0045;0.0019;0.0041;1.0000;11;1
-1762.2011;945.7737;1909.9042;0.4138;0.0526;0.8806;-0.4738;0.0000;0.4738;0.8806;-0.0032;0.0015;0.0028;1.0000;12;1
-1715.5123;1027.8670;1909.6647;0.4483;0.0526;0.8574;-0.5147;0.0000;0.5147;0.8574;-0.0019;0.0010;0.0016;1.0000;13;1
-1664.8802;1107.8943;1909.5483;0.4828;0.0526;0.8323;-0.5544;0.0000;0.5544;0.8323;-0.0006;0.0003;0.0005;1.0000;14;1
-1610.4958;1185.5280;1909.5552;0.5172;0.0526;0.8053;-0.5928;0.0000;0.5928;0.8053;0.0007;-0.0004;-0.0006;1.0000;15;1
-1552.5803;1260.4582;1909.6842;0.5517;0.0526;0.7767;-0.6299;0.0000;0.6299;0.7767;0.0020;-0.0013;-0.0015;1.0000;16;1
-1491.3819;1332.3970;1909.9335;0.5862;0.0526;0.7463;-0.6656;0.0000;0.6656;0.7463;0.0033;-0.0022;-0.0024;1.0000;17;1
-1427.1731;1401.0819;1910.3003;0.6207;0.0526;0.7143;-0.6998;0.0000;0.6998;0.7143;0.0045;-0.0032;-0.0032;1.0000;18;1
-1360.2473;1466.2798;1910.7808;0.6552;0.0526;0.6809;-0.7324;-0.0000;0.7324;0.6809;0.0058;-0.0042;-0.0039;1.0000;19;1
-1290.9158;1527.7900;1911.3708;0.6897;0.0526;0.6461;-0.7633;-0.0000;0.7632;0.6461;0.0070;-0.0053;-0.0045;1.0000;20;1
-1219.5051;1585.4489;1912.0652;0.7241;0.0526;0.6101;-0.7924;-0.0000;0.7923;0.6100;0.0082;-0.0065;-0.0050;1.0000;21;1
-1146.3532;1639.1329;1912.8586;0.7586;0.0526;0.5730;-0.8196;-0.0000;0.8195;0.5730;0.0093;-0.0076;-0.0054;1.0000;22;1
-1071.8070;1688.7624;1913.7449;0.7931;0.0526;0.5352;-0.8447;-0.0000;0.8447;0.5352;0.0105;-0.0088;-0.0056;0.9999;23;1
-996.2194;1734.3054;1914.7179;0.8276;0.0526;0.4969;-0.8678;-0.0000;0.8677;0.4969;0.0116;-0.0100;-0.0058;0.9999;24;1
-919.9456;1775.7815;1915.7710;0.8621;0.0526;0.4586;-0.8887;-0.0000;0.8886;0.4585;0.0127;-0.0112;-0.0058;0.9999;25;1
-843.3408;1813.2652;1916.8974;0.8966;0.0526;0.4206;-0.9072;-0.0000;0.9071;0.4206;0.0137;-0.0124;-0.0058;0.9999;26;1
-766.7566;1846.8896;1918.0903;0.9310;0.0526;0.3837;-0.9235;-0.0000;0.9234;0.3837;0.0148;-0.0136;-0.0057;0.9999;27;1
-690.5380;1876.8505;1919.3428;0.9655;0.0526;0.3485;-0.9373;-0.0000;0.9372;0.3485;0.0158;-0.0148;-0.0055;0.9999;28;1
-615.0208;1903.4099;1920.6482;1.0000;0.0526;0.3158;-0.9488;0.0000;0.9487;0.3158;0.0168;-0.0160;-0.0053;0.9999;29;1
-1999.8951;-72.5957;1841.1056;0.0000;0.1053;0.9998;0.0202;0.0001;-0.0201;0.9993;-0.0315;-0.0007;0.0314;0.9995;0;2
-2000.2720;7.1771;1838.6354;0.0345;0.1053;0.9999;-0.0118;0.0000;0.0118;0.9995;-0.0304;0.0003;0.0304;0.9995;1;2
-1997.8787;88.8834;1836.2069;0.0690;0.1053;0.9989;-0.0476;0.0000;0.0476;0.9984;-0.0290;0.0014;0.0289;0.9996;2;2
-1992.3059;172.2667;1833.8521;0.1034;0.1053;0.9963;-0.0864;-0.0000;0.0864;0.9959;-0.0273;0.0024;0.0272;0.9996;3;2
-1983.2111;257.0442;1831.6001;0.1379;0.1053;0.9919;-0.1274;-0.0000;0.1274;0.9915;-0.0254;0.0033;0.0252;0.9997;4;2
-1970.3157;342.9104;1829.4770;0.1724;0.1053;0.9855;-0.1699;-0.0000;0.1699;0.9852;-0.0234;0.0040;0.0231;0.9997;5;2
-1953.4016;429.5410;1827.5061;0.2069;0.1053;0.9769;-0.2135;-0.0000;0.2134;0.9767;-0.0212;0.0045;0.0207;0.9998;6;2
-1932.3086;516.5967;1825.7077;0.2414;0.1053;0.9663;-0.2575;-0.0000;0.2575;0.9661;-0.0189;0.0049;0.0183;0.9998;7;2
-1906.9309;603.7265;1824.0995;0.2759;0.1053;0.9534;-0.3017;-0.0000;0.3017;0.9533;-0.0165;0.0050;0.0157;0.9999;8;2
-1877.2144;690.5716;1822.6964;0.3103;0.1053;0.9384;-0.3457;0.0000;0.3457;0.9383;-0.0140;0.0048;0.0132;0.9999;9;2
-1843.1535;776.7692;1821.5110;0.3448;0.1053;0.9212;-0.3892;0.0000;0.3891;0.9211;-0.0115;0.0045;0.0106;0.9999;10;2
-1804.7878;861.9562;1820.5532;0.3793;0.1053;0.9019;-0.4319;0.0000;0.4319;0.9019;-0.0090;0.0039;0.0081;1.0000;11;2
-1762.1997;945.7726;1819.8307;0.4138;0.1053;0.8806;-0.4738;0.0000;0.4738;0.8806;-0.0064;0.0030;0.0056;1.0000;12;2
-1715.5105;1027.8654;1819.3488;0.4483;0.1053;0.8574;-0.5147;0.0000;0.5147;0.8574;-0.0038;0.0019;0.0033;1.0000;13;2
-1664.8782;1107.8926;1819.1107;0.4828;0.1053;0.8323;-0.5544;0.0000;0.5544;0.8323;-0.0012;0.0006;0.0010;1.0000;14;2
-1610.4937;1185.5262;1819.1174;0.5172;0.1053;0.8053;-0.5928;0.0000;0.5928;0.8053;0.0014;-0.0008;-0.0011;1.0000;15;2
-1552.5782;1260.4565;1819.3680;0.5517;0.1053;0.7767;-0.6299;0.0000;0.6299;0.7766;0.0039;-0.0025;-0.0030;1.0000;16;2
-1491.3801;1332.3955;1819.8597;0.5862;0.1053;0.7463;-0.6656;0.0000;0.6656;0.7463;0.0065;-0.0043;-0.0048;1.0000;17;2
-1427.1717;1401.0808;1820.5876;0.6207;0.1053;0.7143;-0.6998;0.0000;0.6998;0.7143;0.0090;-0.0063;-0.0064;1.0000;18;2
-1360.2464;1466.2790;1821.5453;0.6552;0.1053;0.6809;-0.7324;0.0000;0.7323;0.6809;0.0115;-0.0084;-0.0078;0.9999;19;2
-1290.9155;1527.7898;1822.7248;0.6897;0.1053;0.6461;-0.7633;0.0000;0.7632;0.6460;0.0139;-0.0107;-0.0090;0.9999;20;2
-1219.5054;1585.4492;1824.1162;0.7241;0.1053;0.6101;-0.7924;0.0000;0.7922;0.6100;0.0164;-0.0130;-0.0100;0.9999;21;2
-1146.3541;1639.1336;1825.7086;0.7586;0.1053;0.5730;-0.8195;-0.0000;0.8194;0.5729;0.0187;-0.0153;-0.0107;0.9998;22;2
-1071.8085;1688.7635;1827.4892;0.7931;0.1053;0.5352;-0.8447;-0.0000;0.8445;0.5351;0.0210;-0.0178;-0.0113;0.9998;23;2
-996.2213;1734.3068;1829.4443;0.8276;0.1053;0.4969;-0.8678;-0.0000;0.8676;0.4968;0.0233;-0.0202;-0.0116;0.9997;24;2
-919.9476;1775.7829;1831.5588;0.8621;0.1053;0.4586;-0.8887;-0.0000;0.8884;0.4584;0.0254;-0.0226;-0.0117;0.9997;25;2
-843.3426;1813.2662;1833.8164;0.8966;0.1053;0.4206;-0.9072;-0.0000;0.9069;0.4205;0.0275;-0.0249;-0.0116;0.9996;26;2
-766.7577;1846.8900;1836.2001;0.9310;0.1053;0.3837;-0.9235;-0.0000;0.9231;0.3835;0.0295;-0.0272;-0.0113;0.9996;27;2
-690.5379;1876.8497;1838.6915;0.9655;0.1053;0.3485;-0.9373;0.0000;0.9369;0.3483;0.0313;-0.0294;-0.0109;0.9995;28;2
-615.0188;1903.4072;1841.2718;1.0000;0.1053;0.3158;-0.9488;0.0000;0.9483;0.3156;0.0331;-0.0314;-0.0104;0.9995;29;2
-1999.8889;-72.6008;1761.7216;0.0000;0.1579;0.9998;0.0202;0.0001;-0.0202;0.9987;-0.0477;-0.0010;0.0477;0.9989;0;3
-2000.2685;7.1743;1757.9786;0.0345;0.1579;0.9999;-0.0118;0.0001;0.0118;0.9989;-0.0459;0.0005;0.0459;0.9989;1;3
-1997.8772;88.8821;1754.3128;0.0690;0.1579;0.9989;-0.0476;0.0000;0.0475;0.9979;-0.0436;0.0021;0.0436;0.9990;2;3
-1992.3056;172.2664;1750.7687;0.1034;0.1579;0.9963;-0.0864;0.0000;0.0863;0.9954;-0.0410;0.0035;0.0409;0.9992;3;3
-1983.2116;257.0444;1747.3866;0.1379;0.1579;0.9919;-0.1274;-0.0000;0.1273;0.9911;-0.0382;0.0049;0.0379;0.9993;4;3
-1970.3164;342.9108;1744.2031;0.1724;0.1579;0.9855;-0.1699;-0.0000;0.1698;0.9848;-0.0351;0.0060;0.0345;0.9994;5;3
-1953.4023;429.5413;1741.2508;0.2069;0.1579;0.9769;-0.2135;-0.0000;0.2134;0.9765;-0.0318;0.0068;0.0310;0.9995;6;3
-1932.3089;516.5967;1738.5586;0.2414;0.1579;0.9663;-0.2576;-0.0000;0.2574;0.9659;-0.0283;0.0073;0.0273;0.9996;7;3
-1906.9308;603.7261;1736.1517;0.2759;0.1579;0.9534;-0.3017;0.0000;0.3016;0.9531;-0.0247;0.0074;0.0236;0.9997;8;3
-1877.2137;690.5707;1734.0518;0.3103;0.1579;0.9383;-0.3457;0.0000;0.3456;0.9381;-0.0210;0.0073;0.0197;0.9998;9;3
-1843.1522;776.7679;1732.2769;0.3448;0.1579;0.9212;-0.3892;0.0000;0.3891;0.9210;-0.0173;0.0067;0.0159;0.9999;10;3
-1804.7860;861.9544;1730.8418;0.3793;0.1579;0.9019;-0.4319;0.0000;0.4319;0.9018;-0.0134;0.0058;0.0121;0.9999;11;3
-1762.1974;945.7704;1729.7580;0.4138;0.1579;0.8806;-0.4738;0.0000;0.4738;0.8806;-0.0096;0.0045;0.0085;1.0000;12;3
-1715.5079;1027.8630;1729.0336;0.4483;0.1579;0.8574;-0.5147;0.0000;0.5147;0.8574;-0.0057;0.0029;0.0049;1.0000;13;3
-1664.8753;1107.8900;1728.6737;0.4828;0.1579;0.8323;-0.5544;0.0000;0.5544;0.8323;-0.0019;0.0010;0.0016;1.0000;14;3
-1610.4908;1185.5236;1728.6803;0.5172;0.1579;0.8053;-0.5928;0.0000;0.5928;0.8053;0.0020;-0.0012;-0.0016;1.0000;15;3
-1552.5754;1260.4540;1729.0524;0.5517;0.1579;0.7767;-0.6299;0.0000;0.6299;0.7766;0.0059;-0.0037;-0.0045;1.0000;16;3
-1491.3775;1332.3933;1729.7863;0.5862;0.1579;0.7463;-0.6656;0.0000;0.6656;0.7463;0.0097;-0.0065;-0.0072;1.0000;17;3
-1427.1695;1401.0789;1730.8753;0.6207;0.1579;0.7143;-0.6998;0.0000;0.6997;0.7143;0.0135;-0.0095;-0.0096;0.9999;18;3
-1360.2446;1466.2776;1732.3102;0.6552;0.1579;0.6809;-0.7324;0.0000;0.7323;0.6808;0.0172;-0.0126;-0.0117;0.9999;19;3
-1290.9144;1527.7889;1734.0792;0.6897;0.1579;0.6461;-0.7633;0.0000;0.7631;0.6460;0.0209;-0.0160;-0.0135;0.9998;20;3
-1219.5049;1585.4488;1736.1677;0.7241;0.1579;0.6101;-0.7923;0.0000;0.7921;0.6099;0.0246;-0.0195;-0.0150;0.9997;21;3
-1146.3541;1639.1337;1738.5590;0.7586;0.1579;0.5730;-0.8195;-0.0000;0.8192;0.5728;0.0281;-0.0230;-0.0161;0.9996;22;3
-1071.8090;1688.7640;1741.2339;0.7931;0.1579;0.5352;-0.8447;-0.0000;0.8443;0.5349;0.0316;-0.0267;-0.0169;0.9995;23;3
-996.2220;1734.3075;1744.1711;0.8276;0.1579;0.4969;-0.8678;-0.0000;0.8673;0.4966;0.0349;-0.0303;-0.0174;0.9994;24;3
-919.9484;1775.7836;1747.3470;0.8621;0.1579;0.4586;-0.8887;-0.0000;0.8880;0.4582;0.0381;-0.0339;-0.0175;0.9993;25;3
-843.3431;1813.2667;1750.7360;0.8966;0.1579;0.4206;-0.9072;-0.0000;0.9065;0.4203;0.0412;-0.0374;-0.0173;0.9991;26;3
-766.7574;1846.8897;1754.3105;0.9310;0.1579;0.3837;-0.9235;0.0000;0.9226;0.3833;0.0441;-0.0408;-0.0169;0.9990;27;3
-690.5363;1876.8482;1758.0411;0.9655;0.1579;0.3484;-0.9373;0.0000;0.9363;0.3481;0.0468;-0.0439;-0.0163;0.9989;28;3
-615.0152;1903.4038;1761.8964;1.0000;0.1579;0.3157;-0.9488;0.0001;0.9477;0.3154;0.0493;-0.0468;-0.0155;0.9988;29;3
-1999.8816;-72.6072;1682.3382;0.0000;0.2105;0.9998;0.0202;0.0001;-0.0202;0.9977;-0.0640;-0.0014;0.0640;0.9980;0;4
-2000.2642;7.1702;1677.3223;0.0345;0.2105;0.9999;-0.0117;0.0001;0.0117;0.9980;-0.0614;0.0007;0.0614;0.9981;1;4
-1997.8749;88.8798;1672.4193;0.0690;0.2105;0.9989;-0.0476;0.0000;0.0475;0.9972;-0.0583;0.0027;0.0582;0.9983;2;4
-1992.3048;172.2653;1667.6858;0.1034;0.2105;0.9963;-0.0864;0.0000;0.0862;0.9948;-0.0547;0.0047;0.0545;0.9985;3;4
-1983.2115;257.0439;1663.1736;0.1379;0.2105;0.9919;-0.1274;0.0000;0.1272;0.9906;-0.0509;0.0065;0.0505;0.9987;4;4
-1970.3167;342.9106;1658.9296;0.1724;0.2105;0.9855;-0.1699;-0.0000;0.1698;0.9844;-0.0467;0.0079;0.0460;0.9989;5;4
-1953.4026;429.5412;1654.9959;0.2069;0.2105;0.9769;-0.2135;-0.0000;0.2133;0.9761;-0.0423;0.0090;0.0413;0.9991;6;4
-1932.3091;516.5964;1651.4098;0.2414;0.2105;0.9663;-0.2576;-0.0000;0.2574;0.9656;-0.0377;0.0097;0.0364;0.9993;7;4
-1906.9305;603.7254;1648.2042;0.2759;0.2105;0.9534;-0.3017;0.0000;0.3016;0.9529;-0.0329;0.0099;0.0314;0.9995;8;4
-1877.2130;690.5697;1645.4073;0.3103;0.2105;0.9383;-0.3457;0.0000;0.3456;0.9380;-0.0280;0.0097;0.0263;0.9996;9;4
-1843.1509;776.7665;1643.0430;0.3448;0.2105;0.9212;-0.3892;0.0000;0.3891;0.9209;-0.0230;0.0089;0.0212;0.9997;10;4
-1804.7843;861.9526;1641.1306;0.3793;0.2105;0.9019;-0.4319;0.0000;0.4319;0.9018;-0.0179;0.0077;0.0162;0.9998;11;4
-1762.1952;945.7683;1639.6854;0.4138;0.2105;0.8806;-0.4738;0.0000;0.4738;0.8805;-0.0128;0.0060;0.0113;0.9999;12;4
-1715.5054;1027.8607;1638.7184;0.4483;0.2105;0.8574;-0.5147;0.0000;0.5147;0.8574;-0.0077;0.0039;0.0066;1.0000;13;4
-1664.8727;1107.8876;1638.2366;0.4828;0.2105;0.8323;-0.5544;0.0000;0.5544;0.8323;-0.0025;0.0014;0.0021;1.0000;14;4
-1610.4880;1185.5212;1638.2430;0.5172;0.2105;0.8053;-0.5928;0.0000;0.5928;0.8053;0.0026;-0.0016;-0.0021;1.0000;15;4
-1552.5727;1260.4518;1638.7366;0.5517;0.2105;0.7767;-0.6299;0.0000;0.6299;0.7766;0.0078;-0.0049;-0.0060;1.0000;16;4
-1491.3751;1332.3913;1639.7127;0.5862;0.2105;0.7463;-0.6656;0.0000;0.6656;0.7462;0.0129;-0.0086;-0.0096;0.9999;17;4
-1427.1674;1401.0773;1641.1628;0.6207;0.2105;0.7144;-0.6998;0.0000;0.6997;0.7142;0.0179;-0.0126;-0.0128;0.9998;18;4
-1360.2431;1466.2764;1643.0749;0.6552;0.2105;0.6809;-0.7324;0.0000;0.7322;0.6807;0.0230;-0.0168;-0.0156;0.9997;19;4
-1290.9133;1527.7882;1645.4333;0.6897;0.2105;0.6461;-0.7632;0.0000;0.7630;0.6459;0.0279;-0.0213;-0.0180;0.9996;20;4
-1219.5044;1585.4486;1648.2188;0.7241;0.2105;0.6101;-0.7923;0.0000;0.7919;0.6097;0.0328;-0.0260;-0.0200;0.9995;21;4
-1146.3541;1639.1340;1651.4091;0.7586;0.2105;0.5730;-0.8195;-0.0000;0.8190;0.5726;0.0375;-0.0307;-0.0215;0.9993;22;4
-1071.8094;1688.7646;1654.9784;0.7931;0.2105;0.5352;-0.8447;-0.0000;0.8440;0.5347;0.0421;-0.0356;-0.0226;0.9991;23;4
-996.2227;1734.3084;1658.8977;0.8276;0.2105;0.4969;-0.8678;-0.0000;0.8669;0.4964;0.0466;-0.0404;-0.0232;0.9989;24;4
-919.9491;1775.7845;1663.1351;0.8621;0.2105;0.4586;-0.8887;-0.0000;0.8875;0.4580;0.0509;-0.0452;-0.0233;0.9987;25;4
-843.3433;1813.2672;1667.6555;0.8966;0.2105;0.4206;-0.9072;-0.0000;0.9059;0.4200;0.0549;-0.0498;-0.0231;0.9985;26;4
-766.7568;1846.8894;1672.4210;0.9310;0.2105;0.3837;-0.9235;0.0000;0.9219;0.3830;0.0588;-0.0543;-0.0225;0.9983;27;4
-690.5343;1876.8467;1677.3908;0.9655;0.2105;0.3484;-0.9373;0.0000;0.9355;0.3477;0.0623;-0.0584;-0.0217;0.9981;28;4
-615.0111;1903.4004;1682.5213;1.0000;0.2105;0.3157;-0.9489;0.0001;0.9468;0.3150;0.0655;-0.0622;-0.0206;0.9979;29;4
-1999.8743;-72.6139;1602.9546;0.0000;0.2632;0.9998;0.0203;0.0001;-0.0202;0.9966;-0.0802;-0.0017;0.0802;0.9968;0;5
-2000.2599;7.1660;1596.6659;0.0345;0.2632;0.9999;-0.0117;0.0001;0.0117;0.9970;-0.0768;0.0008;0.0768;0.9970;1;5
-1997.8728;88.8775;1590.5256;0.0690;0.2632;0.9989;-0.0475;0.0000;0.0474;0.9962;-0.0729;0.0034;0.0728;0.9973;2;5
-1992.3041;172.2642;1584.6028;0.1034;0.2632;0.9963;-0.0864;0.0000;0.0862;0.9939;-0.0684;0.0059;0.0682;0.9977;3;5
-1983.2118;257.0437;1578.9604;0.1379;0.2632;0.9919;-0.1274;-0.0000;0.1271;0.9898;-0.0635;0.0081;0.0630;0.9980;4;5
-1970.3174;342.9107;1573.6559;0.1724;0.2632;0.9855;-0.1699;-0.0000;0.1697;0.9838;-0.0583;0.0099;0.0575;0.9983;5;5
-1953.4034;429.5414;1568.7407;0.2069;0.2632;0.9769;-0.2135;-0.0000;0.2132;0.9756;-0.0528;0.0113;0.0516;0.9986;6;5
-1932.3097;516.5965;1564.2608;0.2414;0.2632;0.9663;-0.2576;-0.0000;0.2573;0.9652;-0.0470;0.0121;0.0455;0.9989;7;5
-1906.9308;603.7253;1560.2565;0.2759;0.2632;0.9534;-0.3017;-0.0000;0.3015;0.9526;-0.0411;0.0124;0.0392;0.9992;8;5
-1877.2129;690.5692;1556.7626;0.3103;0.2632;0.9383;-0.3457;-0.0000;0.3455;0.9378;-0.0350;0.0121;0.0328;0.9994;9;5
-1843.1503;776.7656;1553.8087;0.3448;0.2632;0.9212;-0.3892;0.0000;0.3890;0.9208;-0.0287;0.0112;0.0265;0.9996;10;5
-1804.7832;861.9515;1551.4189;0.3793;0.2632;0.9019;-0.4319;0.0000;0.4318;0.9017;-0.0224;0.0097;0.0202;0.9997;11;5
-1762.1937;945.7669;1549.6123;0.4138;0.2632;0.8806;-0.4738;0.0000;0.4738;0.8805;-0.0160;0.0076;0.0141;0.9999;12;5
-1715.5036;1027.8591;1548.4027;0.4483;0.2632;0.8574;-0.5147;0.0000;0.5146;0.8573;-0.0096;0.0049;0.0082;1.0000;13;5
-1664.8707;1107.8858;1547.7990;0.4828;0.2632;0.8323;-0.5544;0.0000;0.5544;0.8323;-0.0032;0.0017;0.0026;1.0000;14;5
-1610.4860;1185.5195;1547.8052;0.5172;0.2632;0.8053;-0.5928;0.0000;0.5928;0.8053;0.0033;-0.0020;-0.0026;1.0000;15;5
-1552.5708;1260.4501;1548.4202;0.5517;0.2632;0.7767;-0.6299;0.0000;0.6299;0.7766;0.0097;-0.0061;-0.0075;1.0000;16;5
-1491.3734;1332.3899;1549.6385;0.5862;0.2632;0.7463;-0.6656;0.0000;0.6655;0.7462;0.0161;-0.0107;-0.0120;0.9999;17;5
-1427.1661;1401.0763;1551.4497;0.6207;0.2632;0.7144;-0.6998;0.0000;0.6996;0.7142;0.0224;-0.0157;-0.0160;0.9997;18;5
-1360.2422;1466.2758;1553.8389;0.6552;0.2632;0.6809;-0.7324;0.0000;0.7321;0.6806;0.0287;-0.0210;-0.0195;0.9996;19;5
-1290.9129;1527.7881;1556.7867;0.6897;0.2632;0.6461;-0.7632;-0.0000;0.7628;0.6457;0.0349;-0.0266;-0.0225;0.9994;20;5
-1219.5045;1585.4490;1560.2693;0.7241;0.2632;0.6101;-0.7923;-0.0000;0.7917;0.6096;0.0409;-0.0324;-0.0250;0.9992;21;5
-1146.3547;1639.1348;1564.2586;0.7586;0.2632;0.5730;-0.8195;-0.0000;0.8186;0.5724;0.0469;-0.0384;-0.0269;0.9989;22;5
