x;y;z;u;v;column;row
1997.8814;88.8839;1754.3119;0.9310;0.1579;27;3
2000.2732;7.1795;1757.9767;0.9655;0.1579;28;3
1999.8938;-72.5902;1761.7182;1.0000;0.1579;29;3
615.0093;1903.4024;1682.5214;0.0000;0.2105;0;4
690.5340;1876.8492;1677.3906;0.0345;0.2105;1;4
766.7576;1846.8920;1672.4208;0.0690;0.2105;2;4
843.3450;1813.2694;1667.6553;0.1034;0.2105;3;4
919.9512;1775.7862;1663.1349;0.1379;0.2105;4;4
996.2250;1734.3096;1658.8976;0.1724;0.2105;5;4
1071.8118;1688.7654;1654.9783;0.2069;0.2105;6;4
1146.3563;1639.1344;1651.4091;0.2414;0.2105;7;4
1219.5063;1585.4488;1648.2188;0.2759;0.2105;8;4
1290.9149;1527.7883;1645.4333;0.3103;0.2105;9;4
1360.2442;1466.2766;1643.0749;0.3448;0.2105;10;4
1427.1680;1401.0777;1641.1628;0.3793;0.2105;11;4
1491.3752;1332.3920;1639.7126;0.4138;0.2105;12;4
1552.5724;1260.4528;1638.7365;0.4483;0.2105;13;4
1610.4873;1185.5225;1638.2428;0.4828;0.2105;14;4
1664.8717;1107.8891;1638.2365;0.5172;0.2105;15;4
1715.5042;1027.8623;1638.7183;0.5517;0.2105;16;4
1762.1940;945.7699;1639.6853;0.5862;0.2105;17;4
1804.7831;861.9540;1641.1306;0.6207;0.2105;18;4
1843.1500;776.7675;1643.0431;0.6552;0.2105;19;4
1877.2125;690.5702;1645.4076;0.6897;0.2105;20;4
1906.9305;603.7253;1648.2047;0.7241;0.2105;21;4
1932.3097;516.5957;1651.4104;0.7586;0.2105;22;4
1953.4039;429.5399;1654.9965;0.7931;0.2105;23;4
1970.3188;342.9091;1658.9302;0.8276;0.2105;24;4
1983.2144;257.0427;1663.1740;0.8621;0.2105;25;4
1992.3084;172.2650;1667.6858;0.8966;0.2105;26;4
1997.8792;88.8816;1672.4186;0.9310;0.2105;27;4
2000.2689;7.1755;1677.3206;0.9655;0.2105;28;4
1999.8865;-72.5967;1682.3349;1.0000;0.2105;29;4
615.0054;1903.3995;1603.1462;0.0000;0.2632;0;5
690.5323;1876.8482;1596.7401;0.0345;0.2632;1;5
766.7573;1846.8922;1590.5309;0.0690;0.2632;2;5
843.3455;1813.2704;1584.5744;0.1034;0.2632;3;5
919.9522;1775.7876;1578.9225;0.1379;0.2632;4;5
996.2261;1734.3110;1573.6237;0.1724;0.2632;5;5
1071.8127;1688.7666;1568.7222;0.2069;0.2632;6;5
1146.3569;1639.1352;1564.2586;0.2414;0.2632;7;5
1219.5064;1585.4491;1560.2693;0.2759;0.2632;8;5
1290.9145;1527.7882;1556.7867;0.3103;0.2632;9;5
1360.2433;1466.2760;1553.8389;0.3448;0.2632;10;5
1427.1667;1401.0767;1551.4497;0.3793;0.2632;11;5
1491.3735;1332.3906;1549.6384;0.4138;0.2632;12;5
1552.5705;1260.4511;1548.4201;0.4483;0.2632;13;5
1610.4853;1185.5208;1547.8050;0.4828;0.2632;14;5
1664.8697;1107.8874;1547.7989;0.5172;0.2632;15;5
1715.5025;1027.8607;1548.4026;0.5517;0.2632;16;5
1762.1925;945.7684;1549.6123;0.5862;0.2632;17;5
1804.7821;861.9528;1551.4190;0.6207;0.2632;18;5
1843.1494;776.7666;1553.8089;0.6552;0.2632;19;5
1877.2123;690.5697;1556.7630;0.6897;0.2632;20;5
1906.9308;603.7252;1560.2570;0.7241;0.2632;21;5
1932.3103;516.5958;1564.2615;0.7586;0.2632;22;5
1953.4047;429.5402;1568.7415;0.7931;0.2632;23;5
1970.3195;342.9093;1573.6566;0.8276;0.2632;24;5
1983.2146;257.0424;1578.9610;0.8621;0.2632;25;5
1992.3077;172.2640;1584.6029;0.8966;0.2632;26;5
1997.8770;88.8793;1590.5251;0.9310;0.2632;27;5
2000.2646;7.1713;1596.6643;0.9655;0.2632;28;5
1999.8792;-72.6034;1602.9514;1.0000;0.2632;29;5
615.0019;1903.3970;1523.7708;0.0000;0.3158;0;6
690.5310;1876.8475;1516.0894;0.0345;0.3158;1;6
766.7576;1846.8929;1508.6408;0.0690;0.3158;2;6
843.3467;1813.2718;1501.4931;0.1034;0.3158;3;6
919.9539;1775.7894;1494.7097;0.1379;0.3158;4;6
996.2279;1734.3129;1488.3492;0.1724;0.3158;5;6
1071.8143;1688.7683;1482.4655;0.2069;0.3158;6;6
1146.3582;1639.1366;1477.1075;0.2414;0.3158;7;6
1219.5073;1585.4501;1472.3192;0.2759;0.3158;8;6
1290.9148;1527.7887;1468.1395;0.3103;0.3158;9;6
1360.2432;1466.2761;1464.6022;0.3448;0.3158;10;6
1427.1662;1401.0764;1461.7359;0.3793;0.3158;11;6
1491.3727;1332.3900;1459.5636;0.4138;0.3158;12;6
1552.5695;1260.4503;1458.1031;0.4483;0.3158;13;6
1610.4842;1185.5198;1457.3666;0.4828;0.3158;14;6
1664.8686;1107.8864;1457.3607;0.5172;0.3158;15;6
1715.5016;1027.8598;1458.0864;0.5517;0.3158;16;6
1762.1919;945.7678;1459.5387;0.5862;0.3158;17;6
1804.7819;861.9525;1461.7069;0.6207;0.3158;18;6
1843.1497;776.7666;1464.5742;0.6552;0.3158;19;6
1877.2130;690.5701;1468.1179;0.6897;0.3158;20;6
1906.9319;603.7259;1472.3089;0.7241;0.3158;21;6
1932.3117;516.5967;1477.1121;0.7586;0.3158;22;6
1953.4063;429.5411;1482.4860;0.7931;0.3158;23;6
1970.3209;342.9101;1488.3826;0.8276;0.3158;24;6
1983.2155;257.0428;1494.7474;0.8621;0.3158;25;6
1992.3076;172.2635;1501.5194;0.8966;0.3158;26;6
1997.8754;88.8774;1508.6308;0.9310;0.3158;27;6
2000.2607;7.1675;1516.0072;0.9655;0.3158;28;6
1999.8722;-72.6099;1523.5670;1.0000;0.3158;29;6
614.9989;1903.3948;1444.3955;0.0000;0.3684;0;7
690.5302;1876.8473;1435.4385;0.0345;0.3684;1;7
766.7584;1846.8939;1426.7504;0.0690;0.3684;2;7
843.3485;1813.2737;1418.4115;0.1034;0.3684;3;7
919.9561;1775.7916;1410.4965;0.1379;0.3684;4;7
996.2303;1734.3152;1403.0743;0.1724;0.3684;5;7
1071.8166;1688.7705;1396.2083;0.2069;0.3684;6;7
1146.3602;1639.1385;1389.9558;0.2414;0.3684;7;7
1219.5088;1585.4516;1384.3685;0.2759;0.3684;8;7
1290.9159;1527.7898;1379.4918;0.3103;0.3684;9;7
1360.2438;1466.2767;1375.3651;0.3448;0.3684;10;7
1427.1664;1401.0766;1372.0216;0.3793;0.3684;11;7
1491.3726;1332.3899;1369.4882;0.4138;0.3684;12;7
1552.5691;1260.4500;1367.7855;0.4483;0.3684;13;7
1610.4838;1185.5194;1366.9276;0.4828;0.3684;14;7
1664.8683;1107.8861;1366.9221;0.5172;0.3684;15;7
1715.5014;1027.8597;1367.7697;0.5517;0.3684;16;7
1762.1921;945.7679;1369.4646;0.5862;0.3684;17;7
1804.7824;861.9529;1371.9943;0.6207;0.3684;18;7
1843.1506;776.7674;1375.3390;0.6552;0.3684;19;7
1877.2144;690.5712;1379.4722;0.6897;0.3684;20;7
1906.9337;603.7273;1384.3602;0.7241;0.3684;21;7
1932.3138;516.5984;1389.9622;0.7586;0.3684;22;7
1953.4085;429.5429;1396.2299;0.7931;0.3684;23;7
1970.3230;342.9117;1403.1079;0.8276;0.3684;24;7
1983.2170;257.0439;1410.5332;0.8621;0.3684;25;7
1992.3082;172.2637;1418.4352;0.8966;0.3684;26;7
1997.8744;88.8763;1426.7359;0.9310;0.3684;27;7
2000.2574;7.1643;1435.3493;0.9655;0.3684;28;7
1999.8658;-72.6158;1444.1817;1.0000;0.3684;29;7
614.9963;1903.3929;1365.0203;0.0000;0.4211;0;8
690.5298;1876.8472;1354.7877;0.0345;0.4211;1;8
766.7595;1846.8951;1344.8600;0.0690;0.4211;2;8
843.3506;1813.2756;1335.3298;0.1034;0.4211;3;8
919.9587;1775.7939;1326.2831;0.1379;0.4211;4;8
996.2330;1734.3176;1317.7992;0.1724;0.4211;5;8
1071.8192;1688.7727;1309.9509;0.2069;0.4211;6;8
1146.3624;1639.1405;1302.8040;0.2414;0.4211;7;8
1219.5106;1585.4532;1296.4176;0.2759;0.4211;8;8
1290.9173;1527.7910;1290.8438;0.3103;0.4211;9;8
1360.2447;1466.2776;1286.1276;0.3448;0.4211;10;8
1427.1669;1401.0771;1282.3069;0.3793;0.4211;11;8
1491.3728;1332.3901;1279.4125;0.4138;0.4211;12;8
1552.5692;1260.4501;1277.4677;0.4483;0.4211;13;8
1610.4838;1185.5195;1276.4884;0.4828;0.4211;14;8
1664.8683;1107.8862;1276.4831;0.5172;0.4211;15;8
1715.5016;1027.8599;1277.4527;0.5517;0.4211;16;8
1762.1926;945.7684;1279.3903;0.5862;0.4211;17;8
1804.7833;861.9538;1282.2814;0.6207;0.4211;18;8
1843.1520;776.7687;1286.1035;0.6552;0.4211;19;8
1877.2163;690.5729;1290.8263;0.6897;0.4211;20;8
1906.9360;603.7293;1296.4113;0.7241;0.4211;21;8
1932.3164;516.6007;1302.8119;0.7586;0.4211;22;8
1953.4112;429.5453;1309.9735;0.7931;0.4211;23;8
1970.3255;342.9139;1317.8328;0.8276;0.4211;24;8
1983.2191;257.0456;1326.3185;0.8621;0.4211;25;8
1992.3092;172.2646;1335.3505;0.8966;0.4211;26;8
1997.8739;88.8757;1344.8403;0.9310;0.4211;27;8
2000.2546;7.1618;1354.6906;0.9655;0.4211;28;8
1999.8600;-72.6211;1364.7955;1.0000;0.4211;29;8
614.9938;1903.3909;1285.6454;0.0000;0.4737;0;9
690.5296;1876.8470;1274.1370;0.0345;0.4737;1;9
766.7607;1846.8961;1262.9697;0.0690;0.4737;2;9
843.3527;1813.2773;1252.2482;0.1034;0.4737;3;9
919.9613;1775.7960;1242.0698;0.1379;0.4737;4;9
996.2357;1734.3197;1232.5242;0.1724;0.4737;5;9
1071.8217;1688.7747;1223.6935;0.2069;0.4737;6;9
1146.3646;1639.1422;1215.6521;0.2414;0.4737;7;9
1219.5124;1585.4546;1208.4667;0.2759;0.4737;8;9
1290.9186;1527.7919;1202.1958;0.3103;0.4737;9;9
1360.2455;1466.2781;1196.8901;0.3448;0.4737;10;9
1427.1673;1401.0774;1192.5924;0.3793;0.4737;11;9
1491.3729;1332.3902;1189.3369;0.4138;0.4737;12;9
1552.5691;1260.4500;1187.1499;0.4483;0.4737;13;9
1610.4836;1185.5194;1186.0493;0.4828;0.4737;14;9
1664.8683;1107.8862;1186.0443;0.5172;0.4737;15;9
1715.5018;1027.8602;1187.1358;0.5517;0.4737;16;9
1762.1931;945.7690;1189.3161;0.5862;0.4737;17;9
1804.7842;861.9548;1192.5686;0.6207;0.4737;18;9
1843.1534;776.7701;1196.8681;0.6552;0.4737;19;9
1877.2182;690.5748;1202.1804;0.6897;0.4737;20;9
1906.9383;603.7316;1208.4623;0.7241;0.4737;21;9
1932.3191;516.6032;1215.6617;0.7586;0.4737;22;9
1953.4140;429.5480;1223.7170;0.7931;0.4737;23;9
1970.3282;342.9165;1232.5576;0.8276;0.4737;24;9
1983.2213;257.0478;1242.1036;0.8621;0.4737;25;9
1992.3105;172.2659;1252.2654;0.8966;0.4737;26;9
1997.8736;88.8757;1262.9442;0.9310;0.4737;27;9
2000.2522;7.1597;1274.0314;0.9655;0.4737;28;9
1999.8545;-72.6259;1285.4086;1.0000;0.4737;29;9
614.9913;1903.3885;1206.2710;0.0000;0.5263;0;10
690.5291;1876.8464;1193.4868;0.0345;0.5263;1;10
766.7617;1846.8966;1181.0799;0.0690;0.5263;2;10
843.3545;1813.2785;1169.1670;0.1034;0.5263;3;10
919.9635;1775.7975;1157.8568;0.1379;0.5263;4;10
996.2380;1734.3213;1147.2495;0.1724;0.5263;5;10
1071.8238;1688.7761;1137.4364;0.2069;0.5263;6;10
1146.3663;1639.1433;1128.5006;0.2414;0.5263;7;10
1219.5136;1585.4553;1120.5161;0.2759;0.5263;8;10
1290.9193;1527.7922;1113.5481;0.3103;0.5263;9;10
1360.2458;1466.2781;1107.6531;0.3448;0.5263;10;10
1427.1672;1401.0771;1102.8782;0.3793;0.5263;11;10
1491.3724;1332.3897;1099.2617;0.4138;0.5263;12;10
1552.5684;1260.4494;1096.8326;0.4483;0.5263;13;10
1610.4829;1185.5188;1095.6105;0.4828;0.5263;14;10
1664.8677;1107.8858;1095.6058;0.5172;0.5263;15;10
1715.5014;1027.8600;1096.8193;0.5517;0.5263;16;10
1762.1931;945.7692;1099.2422;0.5862;0.5263;17;10
1804.7847;861.9554;1102.8562;0.6207;0.5263;18;10
1843.1544;776.7713;1107.6331;0.6552;0.5263;19;10
1877.2197;690.5764;1113.5349;0.6897;0.5263;20;10
1906.9403;603.7337;1120.5137;0.7241;0.5263;21;10
1932.3214;516.6057;1128.5117;0.7586;0.5263;22;10
1953.4166;429.5506;1137.4607;0.7931;0.5263;23;10
1970.3307;342.9191;1147.2825;0.8276;0.5263;24;10
1983.2234;257.0500;1157.8887;0.8621;0.5263;25;10
1992.3117;172.2673;1169.1803;0.8966;0.5263;26;10
1997.8734;88.8758;1181.0480;0.9310;0.5263;27;10
2000.2498;7.1578;1193.3718;0.9655;0.5263;28;10
1999.8491;-72.6305;1206.0213;1.0000;0.5263;29;10
614.9885;1903.3858;1126.8970;0.0000;0.5789;0;11
690.5283;1876.8453;1112.8371;0.0345;0.5789;1;11
766.7622;1846.8965;1099.1904;0.0690;0.5789;2;11
843.3558;1813.2791;1086.0862;0.1034;0.5789;3;11
919.9651;1775.7983;1073.6443;0.1379;0.5789;4;11
996.2395;1734.3220;1061.9752;0.1724;0.5789;5;11
1071.8251;1688.7766;1051.1799;0.2069;0.5789;6;11
1146.3672;1639.1435;1041.3496;0.2414;0.5789;7;11
1219.5140;1585.4551;1032.5661;0.2759;0.5789;8;11
1290.9191;1527.7916;1024.9011;0.3103;0.5789;9;11
1360.2451;1466.2771;1018.4166;0.3448;0.5789;10;11
1427.1661;1401.0758;1013.1647;0.3793;0.5789;11;11
1491.3710;1332.3882;1009.1872;0.4138;0.5789;12;11
1552.5668;1260.4479;1006.5159;0.4483;0.5789;13;11
1610.4813;1185.5173;1005.1725;0.4828;0.5789;14;11
1664.8661;1107.8845;1005.1681;0.5172;0.5789;15;11
1715.5001;1027.8591;1006.5036;0.5517;0.5789;16;11
1762.1922;945.7687;1009.1692;0.5862;0.5789;17;11
1804.7842;861.9554;1013.1446;0.6207;0.5789;18;11
1843.1545;776.7718;1018.3988;0.6552;0.5789;19;11
1877.2203;690.5775;1024.8901;0.6897;0.5789;20;11
1906.9415;603.7353;1032.5658;0.7241;0.5789;21;11
1932.3231;516.6077;1041.3623;0.7586;0.5789;22;11
1953.4185;429.5529;1051.2049;0.7931;0.5789;23;11
1970.3327;342.9214;1062.0079;0.8276;0.5789;24;11
1983.2251;257.0520;1073.6741;0.8621;0.5789;25;11
1992.3126;172.2685;1086.0954;0.8966;0.5789;26;11
1997.8730;88.8757;1099.1518;0.9310;0.5789;27;11
2000.2473;7.1559;1112.7122;0.9655;0.5789;28;11
1999.8438;-72.6350;1126.6336;1.0000;0.5789;29;11
614.9855;1903.3829;1047.5235;0.0000;0.6316;0;12
690.5271;1876.8438;1032.1878;0.0345;0.6316;1;12
766.7622;1846.8959;1017.3014;0.0690;0.6316;2;12
843.3564;1813.2789;1003.0059;0.1034;0.6316;3;12
919.9659;1775.7983;989.4323;0.1379;0.6316;4;12
996.2402;1734.3219;976.7015;0.1724;0.6316;5;12
1071.8254;1688.7762;964.9239;0.2069;0.6316;6;12
1146.3671;1639.1426;954.1993;0.2414;0.6316;7;12
1219.5133;1585.4538;944.6167;0.2759;0.6316;8;12
1290.9178;1527.7899;936.2547;0.3103;0.6316;9;12
1360.2432;1466.2751;929.1809;0.3448;0.6316;10;12
1427.1637;1401.0734;923.4519;0.3793;0.6316;11;12
1491.3683;1332.3856;919.1134;0.4138;0.6316;12;12
1552.5639;1260.4452;916.2001;0.4483;0.6316;13;12
1610.4783;1185.5148;914.7354;0.4828;0.6316;14;12
1664.8633;1107.8821;914.7313;0.5172;0.6316;15;12
1715.4976;1027.8570;916.1888;0.5517;0.6316;16;12
1762.1900;945.7671;919.0970;0.5862;0.6316;17;12
1804.7826;861.9544;923.4338;0.6207;0.6316;18;12
1843.1535;776.7714;929.1654;0.6552;0.6316;19;12
1877.2200;690.5777;936.2461;0.6897;0.6316;20;12
1906.9418;603.7361;944.6187;0.7241;0.6316;21;12
1932.3239;516.6090;954.2137;0.7586;0.6316;22;12
1953.4197;429.5545;964.9498;0.7931;0.6316;23;12
1970.3340;342.9231;976.7338;0.8276;0.6316;24;12
1983.2262;257.0534;989.4601;0.8621;0.6316;25;12
1992.3131;172.2693;1003.0109;0.8966;0.6316;26;12
1997.8722;88.8754;1017.2559;0.9310;0.6316;27;12
2000.2446;7.1538;1032.0526;0.9655;0.6316;28;12
1999.8384;-72.6397;1047.2458;1.0000;0.6316;29;12
614.9825;1903.3802;968.1499;0.0000;0.6842;0;13
690.5259;1876.8423;951.5385;0.0345;0.6842;1;13
766.7619;1846.8952;935.4126;0.0690;0.6842;2;13
843.3566;1813.2785;919.9257;0.1034;0.6842;3;13
919.9662;1775.7978;905.2205;0.1379;0.6842;4;13
996.2403;1734.3212;891.4281;0.1724;0.6842;5;13
1071.8250;1688.7751;878.6683;0.2069;0.6842;6;13
1146.3660;1639.1410;867.0493;0.2414;0.6842;7;13
1219.5115;1585.4516;856.6679;0.2759;0.6842;8;13
1290.9154;1527.7873;847.6089;0.3103;0.6842;9;13
1360.2402;1466.2719;839.9458;0.3448;0.6842;10;13
1427.1602;1401.0699;833.7398;0.3793;0.6842;11;13
1491.3644;1332.3820;829.0405;0.4138;0.6842;12;13
1552.5598;1260.4415;825.8852;0.4483;0.6842;13;13
1610.4742;1185.5111;824.2991;0.4828;0.6842;14;13
1664.8592;1107.8787;824.2955;0.5172;0.6842;15;13
1715.4938;1027.8540;825.8749;0.5517;0.6842;16;13
1762.1867;945.7645;829.0258;0.5862;0.6842;17;13
1804.7799;861.9524;833.7241;0.6207;0.6842;18;13
1843.1514;776.7700;839.9330;0.6552;0.6842;19;13
1877.2186;690.5770;847.6031;0.6897;0.6842;20;13
1906.9411;603.7361;856.6724;0.7241;0.6842;21;13
1932.3238;516.6095;867.0659;0.7586;0.6842;22;13
1953.4201;429.5554;878.6956;0.7931;0.6842;23;13
1970.3347;342.9241;891.4605;0.8276;0.6842;24;13
1983.2267;257.0544;905.2467;0.8621;0.6842;25;13
1992.3131;172.2697;919.9268;0.8966;0.6842;26;13
1997.8711;88.8746;935.3603;0.9310;0.6842;27;13
2000.2419;7.1513;951.3931;0.9655;0.6842;28;13
1999.8330;-72.6446;967.8580;1.0000;0.6842;29;13
614.9804;1903.3785;888.7757;0.0000;0.7368;0;14
690.5251;1876.8416;870.8887;0.0345;0.7368;1;14
766.7619;1846.8950;853.5232;0.0690;0.7368;2;14
843.3569;1813.2783;836.8452;0.1034;0.7368;3;14
919.9663;1775.7975;821.0085;0.1379;0.7368;4;14
996.2400;1734.3204;806.1546;0.1724;0.7368;5;14
1071.8241;1688.7738;792.4126;0.2069;0.7368;6;14
1146.3644;1639.1390;779.8994;0.2414;0.7368;7;14
1219.5091;1585.4490;768.7191;0.2759;0.7368;8;14
1290.9123;1527.7841;758.9634;0.3103;0.7368;9;14
1360.2364;1466.2682;750.7110;0.3448;0.7368;10;14
1427.1558;1401.0658;744.0282;0.3793;0.7368;11;14
1491.3596;1332.3776;738.9680;0.4138;0.7368;12;14
1552.5547;1260.4370;735.5707;0.4483;0.7368;13;14
1610.4690;1185.5066;733.8635;0.4828;0.7368;14;14
1664.8542;1107.8744;733.8602;0.5172;0.7368;15;14
1715.4891;1027.8501;735.5617;0.5517;0.7368;16;14
1762.1825;945.7611;738.9554;0.5862;0.7368;17;14
1804.7762;861.9496;744.0151;0.6207;0.7368;18;14
1843.1485;776.7679;750.7013;0.6552;0.7368;19;14
1877.2165;690.5756;758.9609;0.6897;0.7368;20;14
1906.9398;603.7354;768.7269;0.7241;0.7368;21;14
1932.3232;516.6095;779.9188;0.7586;0.7368;22;14
1953.4201;429.5559;792.4419;0.7931;0.7368;23;14
1970.3350;342.9248;806.1877;0.8276;0.7368;24;14
1983.2272;257.0549;821.0336;0.8621;0.7368;25;14
1992.3132;172.2698;836.8430;0.8966;0.7368;26;14
