x;y;z;u;v;column;row
420.8881;1955.3105;750.7053;0.6552;0.7368;19;14
511.0400;1933.8174;758.9531;0.6897;0.7368;20;14
599.2318;1908.4009;768.7066;0.7241;0.7368;21;14
685.1685;1879.2658;779.8872;0.7586;0.7368;22;14
768.5854;1846.6509;792.4033;0.7931;0.7368;23;14
849.2533;1810.8292;806.1502;0.8276;0.7368;24;14
926.9831;1772.1080;821.0101;0.8621;0.7368;25;14
1001.6303;1730.8284;836.8521;0.8966;0.7368;26;14
1073.0999;1687.3661;853.5324;0.9310;0.7368;27;14
1141.3511;1642.1305;870.8939;0.9655;0.7368;28;14
1206.4019;1595.5654;888.7664;1.0000;0.7368;29;14
-1206.4037;1595.5639;809.3924;0.0000;0.7895;0;15
-1141.3516;1642.1319;790.2432;0.0345;0.7895;1;15
-1073.0994;1687.3686;771.6418;0.0690;0.7895;2;15
-1001.6292;1730.8307;753.7702;0.1034;0.7895;3;15
-926.9817;1772.1091;736.7968;0.1379;0.7895;4;15
-849.2519;1810.8287;720.8758;0.1724;0.7895;5;15
-768.5840;1846.6484;706.1474;0.2069;0.7895;6;15
-685.1673;1879.2613;692.7377;0.2414;0.7895;7;15
-599.2310;1908.3946;680.7589;0.2759;0.7895;8;15
-511.0395;1933.8094;670.3091;0.3103;0.7895;9;15
-420.8880;1955.3013;661.4724;0.3448;0.7895;10;15
-329.0975;1972.6995;654.3190;0.3793;0.7895;11;15
-236.0102;1985.8677;648.9049;0.4138;0.7895;12;15
-141.9848;1994.7036;645.2721;0.4483;0.7895;13;15
-47.3919;1999.1387;643.4487;0.4828;0.7895;14;15
47.3910;1999.1391;643.4487;0.5172;0.7895;15;15
141.9840;1994.7047;645.2721;0.5517;0.7895;16;15
236.0096;1985.8696;648.9049;0.5862;0.7895;17;15
329.0971;1972.7019;654.3190;0.6207;0.7895;18;15
420.8879;1955.3040;661.4725;0.6552;0.7895;19;15
511.0398;1933.8123;670.3091;0.6897;0.7895;20;15
599.2316;1908.3972;680.7588;0.7241;0.7895;21;15
685.1683;1879.2636;692.7376;0.7586;0.7895;22;15
768.5853;1846.6501;706.1472;0.7931;0.7895;23;15
849.2533;1810.8297;720.8756;0.8276;0.7895;24;15
926.9832;1772.1094;736.7965;0.8621;0.7895;25;15
1001.6306;1730.8304;753.7698;0.8966;0.7895;26;15
1073.1004;1687.3678;771.6413;0.9310;0.7895;27;15
1141.3518;1642.1313;790.2428;0.9655;0.7895;28;15
1206.4029;1595.5643;809.3920;1.0000;0.7895;29;15
-1206.4059;1595.5692;730.0146;0.0000;0.8421;0;16
-1141.3533;1642.1386;709.5889;0.0345;0.8421;1;16
-1073.1008;1687.3758;689.7476;0.0690;0.8421;2;16
-1001.6303;1730.8377;670.6851;0.1034;0.8421;3;16
-926.9825;1772.1153;652.5806;0.1379;0.8421;4;16
-849.2525;1810.8336;635.5987;0.1724;0.8421;5;16
-768.5844;1846.6517;619.8890;0.2069;0.8421;6;16
-685.1676;1879.2629;605.5858;0.2414;0.8421;7;16
-599.2312;1908.3944;592.8090;0.2759;0.8421;8;16
-511.0396;1933.8076;581.6630;0.3103;0.8421;9;16
-420.8880;1955.2979;572.2377;0.3448;0.8421;10;16
-329.0975;1972.6949;564.6077;0.3793;0.8421;11;16
-236.0101;1985.8620;558.8330;0.4138;0.8421;12;16
-141.9848;1994.6971;554.9582;0.4483;0.8421;13;16
-47.3919;1999.1320;553.0133;0.4828;0.8421;14;16
47.3911;1999.1324;553.0134;0.5172;0.8421;15;16
141.9841;1994.6983;554.9583;0.5517;0.8421;16;16
236.0096;1985.8639;558.8331;0.5862;0.8421;17;16
329.0972;1972.6973;564.6079;0.6207;0.8421;18;16
420.8880;1955.3007;572.2378;0.6552;0.8421;19;16
511.0400;1933.8105;581.6631;0.6897;0.8421;20;16
599.2319;1908.3972;592.8091;0.7241;0.8421;21;16
685.1687;1879.2654;605.5859;0.7586;0.8421;22;16
768.5858;1846.6536;619.8889;0.7931;0.8421;23;16
849.2540;1810.8348;635.5986;0.8276;0.8421;24;16
926.9841;1772.1157;652.5804;0.8621;0.8421;25;16
1001.6317;1730.8375;670.6848;0.8966;0.8421;26;16
1073.1018;1687.3753;689.7474;0.9310;0.8421;27;16
1141.3536;1642.1382;709.5887;0.9655;0.8421;28;16
1206.4051;1595.5697;730.0144;1.0000;0.8421;29;16
-1206.4096;1595.5858;650.6310;0.0000;0.8947;0;17
-1141.3564;1642.1561;628.9291;0.0345;0.8947;1;17
-1073.1034;1687.3932;607.8482;0.0690;0.8947;2;17
-1001.6325;1730.8544;587.5948;0.1034;0.8947;3;17
-926.9843;1772.1307;568.3595;0.1379;0.8947;4;17
-849.2539;1810.8473;550.3169;0.1724;0.8947;5;17
-768.5856;1846.6636;533.6260;0.2069;0.8947;6;17
-685.1685;1879.2727;518.4296;0.2414;0.8947;7;17
-599.2319;1908.4022;504.8548;0.2759;0.8947;8;17
-511.0402;1933.8135;493.0128;0.3103;0.8947;9;17
-420.8884;1955.3021;482.9989;0.3448;0.8947;10;17
-329.0977;1972.6975;474.8925;0.3793;0.8947;11;17
-236.0103;1985.8635;468.7571;0.4138;0.8947;12;17
-141.9848;1994.6979;464.6404;0.4483;0.8947;13;17
-47.3918;1999.1323;462.5741;0.4828;0.8947;14;17
47.3912;1999.1327;462.5741;0.5172;0.8947;15;17
141.9843;1994.6991;464.6405;0.5517;0.8947;16;17
236.0100;1985.8655;468.7573;0.5862;0.8947;17;17
329.0976;1972.7001;474.8927;0.6207;0.8947;18;17
420.8886;1955.3050;482.9991;0.6552;0.8947;19;17
511.0407;1933.8166;493.0130;0.6897;0.8947;20;17
599.2328;1908.4052;504.8550;0.7241;0.8947;21;17
685.1698;1879.2754;518.4298;0.7586;0.8947;22;17
768.5871;1846.6656;533.6261;0.7931;0.8947;23;17
849.2556;1810.8487;550.3170;0.8276;0.8947;24;17
926.9861;1772.1314;568.3595;0.8621;0.8947;25;17
1001.6341;1730.8545;587.5948;0.8966;0.8947;26;17
1073.1046;1687.3929;607.8482;0.9310;0.8947;27;17
1141.3569;1642.1559;628.9291;0.9655;0.8947;28;17
1206.4089;1595.5865;650.6310;1.0000;0.8947;29;17
-1206.4151;1595.6197;571.2383;0.0000;0.9474;0;18
-1141.3612;1642.1903;548.2605;0.0345;0.9474;1;18
-1073.1076;1687.4269;525.9403;0.0690;0.9474;2;18
-1001.6361;1730.8868;504.4963;0.1034;0.9474;3;18
-926.9874;1772.1613;484.1303;0.1379;0.9474;4;18
-849.2565;1810.8758;465.0273;0.1724;0.9474;5;18
-768.5878;1846.6898;447.3553;0.2069;0.9474;6;18
-685.1703;1879.2966;431.2658;0.2414;0.9474;7;18
-599.2333;1908.4237;416.8932;0.2759;0.9474;8;18
-511.0413;1933.8328;404.3553;0.3103;0.9474;9;18
-420.8893;1955.3195;393.7529;0.3448;0.9474;10;18
-329.0983;1972.7133;385.1702;0.3793;0.9474;11;18
-236.0106;1985.8781;378.6742;0.4138;0.9474;12;18
-141.9850;1994.7115;374.3156;0.4483;0.9474;13;18
-47.3917;1999.1455;372.1279;0.4828;0.9474;14;18
47.3915;1999.1460;372.1280;0.5172;0.9474;15;18
141.9849;1994.7128;374.3158;0.5517;0.9474;16;18
236.0107;1985.8801;378.6745;0.5862;0.9474;17;18
329.0987;1972.7160;385.1705;0.6207;0.9474;18;18
420.8899;1955.3226;393.7533;0.6552;0.9474;19;18
511.0423;1933.8361;404.3558;0.6897;0.9474;20;18
599.2347;1908.4270;416.8937;0.7241;0.9474;21;18
685.1720;1879.2995;431.2663;0.7586;0.9474;22;18
768.5897;1846.6922;447.3558;0.7931;0.9474;23;18
849.2586;1810.8776;465.0277;0.8276;0.9474;24;18
926.9896;1772.1624;484.1307;0.8621;0.9474;25;18
1001.6381;1730.8872;504.4967;0.8966;0.9474;26;18
1073.1092;1687.4270;525.9407;0.9310;0.9474;27;18
1141.3621;1642.1905;548.2609;0.9655;0.9474;28;18
1206.4149;1595.6208;571.2388;1.0000;0.9474;29;18
-1206.4231;1595.6789;491.8326;0.0000;1.0000;0;19
-1141.3683;1642.2491;467.5791;0.0345;1.0000;1;19
-1073.1138;1687.4845;444.0199;0.0690;1.0000;2;19
-1001.6415;1730.9426;421.3856;0.1034;1.0000;3;19
-926.9921;1772.2149;399.8891;0.1379;1.0000;4;19
-849.2605;1810.9268;379.7258;0.1724;1.0000;5;19
-768.5912;1846.7381;361.0731;0.2069;1.0000;6;19
-685.1732;1879.3421;344.0906;0.2414;1.0000;7;19
-599.2357;1908.4666;328.9204;0.2759;1.0000;8;19
-511.0432;1933.8733;315.6867;0.3103;1.0000;9;19
-420.8907;1955.3577;304.4959;0.3448;1.0000;10;19
-329.0993;1972.7498;295.4369;0.3793;1.0000;11;19
-236.0112;1985.9131;288.5805;0.4138;1.0000;12;19
-141.9852;1994.7456;283.9800;0.4483;1.0000;13;19
-47.3915;1999.1791;281.6710;0.4828;1.0000;14;19
47.3921;1999.1796;281.6711;0.5172;1.0000;15;19
141.9858;1994.7470;283.9803;0.5517;1.0000;16;19
236.0121;1985.9153;288.5809;0.5862;1.0000;17;19
329.1004;1972.7527;295.4374;0.6207;1.0000;18;19
420.8921;1955.3611;304.4966;0.6552;1.0000;19;19
511.0449;1933.8769;315.6874;0.6897;1.0000;20;19
599.2378;1908.4702;328.9212;0.7241;1.0000;21;19
685.1756;1879.3455;344.0914;0.7586;1.0000;22;19
768.5939;1846.7409;361.0739;0.7931;1.0000;23;19
849.2634;1810.9291;379.7267;0.8276;1.0000;24;19
926.9950;1772.2165;399.8900;0.8621;1.0000;25;19
1001.6442;1730.9436;421.3865;0.8966;1.0000;26;19
1073.1161;1687.4852;444.0208;0.9310;1.0000;27;19
1141.3698;1642.2500;467.5801;0.9655;1.0000;28;19
1206.4235;1595.6807;491.8337;1.0000;1.0000;29;19
