x;y;z;u;v;column;row
-1983.2118;257.0437;1578.9604;0.1379;0.2632;4;5
-1970.3174;342.9107;1573.6559;0.1724;0.2632;5;5
-1953.4034;429.5414;1568.7407;0.2069;0.2632;6;5
-1932.3097;516.5965;1564.2608;0.2414;0.2632;7;5
-1906.9308;603.7253;1560.2565;0.2759;0.2632;8;5
-1877.2129;690.5692;1556.7626;0.3103;0.2632;9;5
-1843.1503;776.7656;1553.8087;0.3448;0.2632;10;5
-1804.7832;861.9515;1551.4189;0.3793;0.2632;11;5
-1762.1937;945.7669;1549.6123;0.4138;0.2632;12;5
-1715.5036;1027.8591;1548.4027;0.4483;0.2632;13;5
-1664.8707;1107.8858;1547.7990;0.4828;0.2632;14;5
-1610.4860;1185.5195;1547.8052;0.5172;0.2632;15;5
-1552.5708;1260.4501;1548.4202;0.5517;0.2632;16;5
-1491.3734;1332.3899;1549.6385;0.5862;0.2632;17;5
-1427.1661;1401.0763;1551.4497;0.6207;0.2632;18;5
-1360.2422;1466.2758;1553.8389;0.6552;0.2632;19;5
-1290.9129;1527.7881;1556.7867;0.6897;0.2632;20;5
-1219.5045;1585.4490;1560.2693;0.7241;0.2632;21;5
-1146.3547;1639.1348;1564.2586;0.7586;0.2632;22;5
-1071.8104;1688.7658;1568.7223;0.7931;0.2632;23;5
-996.2238;1734.3097;1573.6238;0.8276;0.2632;24;5
-919.9501;1775.7858;1578.9228;0.8621;0.2632;25;5
-843.3439;1813.2681;1584.5747;0.8966;0.2632;26;5
-766.7565;1846.8896;1590.5312;0.9310;0.2632;27;5
-690.5325;1876.8456;1596.7403;0.9655;0.2632;28;5
-615.0071;1903.3974;1603.1462;1.0000;0.2632;29;5
-1999.8673;-72.6204;1523.5703;0.0000;0.3158;0;6
-2000.2560;7.1623;1516.0089;0.0345;0.3158;1;6
-1997.8711;88.8757;1508.6314;0.0690;0.3158;2;6
-1992.3040;172.2637;1501.5193;0.1034;0.3158;3;6
-1983.2127;257.0440;1494.7468;0.1379;0.3158;4;6
-1970.3188;342.9115;1488.3818;0.1724;0.3158;5;6
-1953.4050;429.5424;1482.4852;0.2069;0.3158;6;6
-1932.3111;516.5974;1477.1114;0.2414;0.3158;7;6
-1906.9319;603.7260;1472.3083;0.2759;0.3158;8;6
-1877.2135;690.5696;1468.1174;0.3103;0.3158;9;6
-1843.1506;776.7656;1464.5739;0.3448;0.3158;10;6
-1804.7830;861.9511;1461.7068;0.3793;0.3158;11;6
-1762.1931;945.7662;1459.5387;0.4138;0.3158;12;6
-1715.5027;1027.8582;1458.0865;0.4483;0.3158;13;6
-1664.8696;1107.8849;1457.3608;0.4828;0.3158;14;6
-1610.4849;1185.5185;1457.3667;0.5172;0.3158;15;6
-1552.5698;1260.4493;1458.1032;0.5517;0.3158;16;6
-1491.3726;1332.3893;1459.5637;0.5862;0.3158;17;6
-1427.1656;1401.0760;1461.7359;0.6207;0.3158;18;6
-1360.2421;1466.2759;1464.6023;0.6552;0.3158;19;6
-1290.9133;1527.7886;1468.1395;0.6897;0.3158;20;6
-1219.5054;1585.4500;1472.3192;0.7241;0.3158;21;6
-1146.3560;1639.1363;1477.1075;0.7586;0.3158;22;6
-1071.8120;1688.7676;1482.4656;0.7931;0.3158;23;6
-996.2256;1734.3117;1488.3494;0.8276;0.3158;24;6
-919.9518;1775.7876;1494.7100;0.8621;0.3158;25;6
-843.3452;1813.2696;1501.4934;0.8966;0.3158;26;6
-766.7568;1846.8903;1508.6411;0.9310;0.3158;27;6
-690.5312;1876.8450;1516.0896;0.9655;0.3158;28;6
-615.0035;1903.3950;1523.7709;1.0000;0.3158;29;6
-1999.8609;-72.6262;1444.1853;0.0000;0.3684;0;7
-2000.2527;7.1591;1435.3511;0.0345;0.3684;1;7
-1997.8701;88.8745;1426.7366;0.0690;0.3684;2;7
-1992.3046;172.2639;1418.4352;0.1034;0.3684;3;7
-1983.2142;257.0451;1410.5327;0.1379;0.3684;4;7
-1970.3209;342.9131;1403.1072;0.1724;0.3684;5;7
-1953.4072;429.5441;1396.2291;0.2069;0.3684;6;7
-1932.3133;516.5991;1389.9615;0.2414;0.3684;7;7
-1906.9338;603.7274;1384.3596;0.2759;0.3684;8;7
-1877.2150;690.5707;1379.4718;0.3103;0.3684;9;7
-1843.1515;776.7664;1375.3387;0.3448;0.3684;10;7
-1804.7835;861.9515;1371.9941;0.3793;0.3684;11;7
-1762.1933;945.7663;1369.4646;0.4138;0.3684;12;7
-1715.5025;1027.8580;1367.7697;0.4483;0.3684;13;7
-1664.8692;1107.8846;1366.9222;0.4828;0.3684;14;7
-1610.4845;1185.5182;1366.9278;0.5172;0.3684;15;7
-1552.5694;1260.4490;1367.7856;0.5517;0.3684;16;7
-1491.3724;1332.3892;1369.4883;0.5862;0.3684;17;7
-1427.1658;1401.0762;1372.0216;0.6207;0.3684;18;7
-1360.2427;1466.2766;1375.3651;0.6552;0.3684;19;7
-1290.9144;1527.7896;1379.4918;0.6897;0.3684;20;7
-1219.5069;1585.4514;1384.3685;0.7241;0.3684;21;7
-1146.3580;1639.1381;1389.9559;0.7586;0.3684;22;7
-1071.8143;1688.7697;1396.2084;0.7931;0.3684;23;7
-996.2280;1734.3140;1403.0745;0.8276;0.3684;24;7
-919.9541;1775.7899;1410.4967;0.8621;0.3684;25;7
-843.3469;1813.2714;1418.4118;0.8966;0.3684;26;7
-766.7576;1846.8913;1426.7507;0.9310;0.3684;27;7
-690.5304;1876.8447;1435.4387;0.9655;0.3684;28;7
-615.0005;1903.3928;1444.3956;1.0000;0.3684;29;7
-1999.8550;-72.6314;1364.7994;0.0000;0.4211;0;8
-2000.2499;7.1566;1354.6927;0.0345;0.4211;1;8
-1997.8696;88.8740;1344.8412;0.0690;0.4211;2;8
-1992.3057;172.2648;1335.3506;0.1034;0.4211;3;8
-1983.2163;257.0469;1326.3181;0.1379;0.4211;4;8
-1970.3235;342.9154;1317.8322;0.1724;0.4211;5;8
-1953.4099;429.5465;1309.9727;0.2069;0.4211;6;8
-1932.3158;516.6014;1302.8113;0.2414;0.4211;7;8
-1906.9361;603.7295;1296.4107;0.2759;0.4211;8;8
-1877.2168;690.5724;1290.8259;0.3103;0.4211;9;8
-1843.1529;776.7677;1286.1033;0.3448;0.4211;10;8
-1804.7844;861.9524;1282.2813;0.3793;0.4211;11;8
-1762.1938;945.7668;1279.3903;0.4138;0.4211;12;8
-1715.5028;1027.8583;1277.4528;0.4483;0.4211;13;8
-1664.8693;1107.8847;1276.4832;0.4828;0.4211;14;8
-1610.4844;1185.5182;1276.4885;0.5172;0.4211;15;8
-1552.5695;1260.4491;1277.4678;0.5517;0.4211;16;8
-1491.3726;1332.3895;1279.4126;0.5862;0.4211;17;8
-1427.1663;1401.0767;1282.3070;0.6207;0.4211;18;8
-1360.2436;1466.2774;1286.1276;0.6552;0.4211;19;8
-1290.9158;1527.7909;1290.8437;0.6897;0.4211;20;8
-1219.5087;1585.4531;1296.4175;0.7241;0.4211;21;8
-1146.3603;1639.1401;1302.8040;0.7586;0.4211;22;8
-1071.8169;1688.7720;1309.9509;0.7931;0.4211;23;8
-996.2308;1734.3164;1317.7993;0.8276;0.4211;24;8
-919.9567;1775.7922;1326.2832;0.8621;0.4211;25;8
-843.3490;1813.2733;1335.3300;0.8966;0.4211;26;8
-766.7587;1846.8925;1344.8602;0.9310;0.4211;27;8
-690.5300;1876.8446;1354.7878;0.9655;0.4211;28;8
-614.9978;1903.3909;1365.0203;1.0000;0.4211;29;8
-1999.8495;-72.6362;1285.4129;0.0000;0.4737;0;9
-2000.2475;7.1546;1274.0338;0.0345;0.4737;1;9
-1997.8694;88.8740;1262.9453;0.0690;0.4737;2;9
-1992.3070;172.2662;1252.2657;0.1034;0.4737;3;9
-1983.2186;257.0491;1242.1033;0.1379;0.4737;4;9
-1970.3262;342.9180;1232.5571;0.1724;0.4737;5;9
-1953.4128;429.5492;1223.7163;0.2069;0.4737;6;9
-1932.3185;516.6040;1215.6611;0.2414;0.4737;7;9
-1906.9384;603.7317;1208.4618;0.2759;0.4737;8;9
-1877.2187;690.5743;1202.1800;0.3103;0.4737;9;9
-1843.1543;776.7691;1196.8679;0.3448;0.4737;10;9
-1804.7853;861.9534;1192.5685;0.3793;0.4737;11;9
-1762.1943;945.7674;1189.3161;0.4138;0.4737;12;9
-1715.5029;1027.8586;1187.1359;0.4483;0.4737;13;9
-1664.8692;1107.8847;1186.0444;0.4828;0.4737;14;9
-1610.4843;1185.5181;1186.0494;0.5172;0.4737;15;9
-1552.5694;1260.4490;1187.1501;0.5517;0.4737;16;9
-1491.3728;1332.3895;1189.3370;0.5862;0.4737;17;9
-1427.1667;1401.0770;1192.5924;0.6207;0.4737;18;9
-1360.2445;1466.2780;1196.8901;0.6552;0.4737;19;9
-1290.9171;1527.7918;1202.1957;0.6897;0.4737;20;9
-1219.5105;1585.4544;1208.4666;0.7241;0.4737;21;9
-1146.3625;1639.1418;1215.6521;0.7586;0.4737;22;9
-1071.8194;1688.7740;1223.6934;0.7931;0.4737;23;9
-996.2335;1734.3185;1232.5242;0.8276;0.4737;24;9
-919.9593;1775.7942;1242.0698;0.8621;0.4737;25;9
-843.3511;1813.2750;1252.2483;0.8966;0.4737;26;9
-766.7599;1846.8934;1262.9698;0.9310;0.4737;27;9
-690.5297;1876.8444;1274.1371;0.9655;0.4737;28;9
-614.9953;1903.3888;1285.6453;1.0000;0.4737;29;9
-1999.8441;-72.6407;1206.0259;0.0000;0.5263;0;10
-2000.2451;7.1528;1193.3746;0.0345;0.5263;1;10
-1997.8692;88.8741;1181.0494;0.0690;0.5263;2;10
-1992.3083;172.2676;1169.1808;0.1034;0.5263;3;10
-1983.2207;257.0513;1157.8886;0.1379;0.5263;4;10
-1970.3288;342.9206;1147.2821;0.1724;0.5263;5;10
-1953.4154;429.5519;1137.4601;0.2069;0.5263;6;10
-1932.3209;516.6064;1128.5112;0.2414;0.5263;7;10
-1906.9404;603.7339;1120.5133;0.2759;0.5263;8;10
-1877.2202;690.5759;1113.5346;0.3103;0.5263;9;10
-1843.1553;776.7703;1107.6329;0.3448;0.5263;10;10
-1804.7858;861.9540;1102.8562;0.3793;0.5263;11;10
-1762.1943;945.7676;1099.2423;0.4138;0.5263;12;10
-1715.5026;1027.8584;1096.8194;0.4483;0.5263;13;10
-1664.8686;1107.8843;1095.6060;0.4828;0.5263;14;10
-1610.4836;1185.5175;1095.6107;0.5172;0.5263;15;10
-1552.5687;1260.4484;1096.8327;0.5517;0.5263;16;10
-1491.3723;1332.3890;1099.2618;0.5862;0.5263;17;10
-1427.1666;1401.0767;1102.8782;0.6207;0.5263;18;10
-1360.2447;1466.2779;1107.6530;0.6552;0.5263;19;10
-1290.9178;1527.7921;1113.5480;0.6897;0.5263;20;10
-1219.5118;1585.4551;1120.5160;0.7241;0.5263;21;10
-1146.3642;1639.1429;1128.5005;0.7586;0.5263;22;10
-1071.8215;1688.7754;1137.4363;0.7931;0.5263;23;10
-996.2357;1734.3201;1147.2494;0.8276;0.5263;24;10
-919.9615;1775.7958;1157.8567;0.8621;0.5263;25;10
-843.3530;1813.2762;1169.1669;0.8966;0.5263;26;10
-766.7609;1846.8940;1181.0798;0.9310;0.5263;27;10
-690.5293;1876.8437;1193.4867;0.9655;0.5263;28;10
-614.9927;1903.3865;1206.2707;1.0000;0.5263;29;10
-1999.8387;-72.6451;1126.6387;0.0000;0.5789;0;11
-2000.2426;7.1510;1112.7152;0.0345;0.5789;1;11
-1997.8688;88.8741;1099.1535;0.0690;0.5789;2;11
-1992.3092;172.2689;1086.0961;0.1034;0.5789;3;11
-1983.2224;257.0533;1073.6742;0.1379;0.5789;4;11
-1970.3308;342.9229;1062.0076;0.1724;0.5789;5;11
-1953.4174;429.5542;1051.2045;0.2069;0.5789;6;11
-1932.3226;516.6084;1041.3619;0.2414;0.5789;7;11
-1906.9416;603.7354;1032.5654;0.2759;0.5789;8;11
-1877.2209;690.5770;1024.8899;0.3103;0.5789;9;11
-1843.1554;776.7708;1018.3987;0.3448;0.5789;10;11
-1804.7853;861.9540;1013.1446;0.3793;0.5789;11;11
-1762.1933;945.7671;1009.1693;0.4138;0.5789;12;11
-1715.5012;1027.8574;1006.5037;0.4483;0.5789;13;11
-1664.8670;1107.8830;1005.1683;0.4828;0.5789;14;11
-1610.4819;1185.5160;1005.1727;0.5172;0.5789;15;11
-1552.5671;1260.4469;1006.5161;0.5517;0.5789;16;11
-1491.3708;1332.3875;1009.1873;0.5862;0.5789;17;11
-1427.1654;1401.0754;1013.1647;0.6207;0.5789;18;11
-1360.2440;1466.2770;1018.4165;0.6552;0.5789;19;11
-1290.9176;1527.7915;1024.9010;0.6897;0.5789;20;11
-1219.5121;1585.4549;1032.5659;0.7241;0.5789;21;11
-1146.3651;1639.1431;1041.3494;0.7586;0.5789;22;11
-1071.8228;1688.7759;1051.1797;0.7931;0.5789;23;11
-996.2373;1734.3208;1061.9750;0.8276;0.5789;24;11
-919.9631;1775.7965;1073.6441;0.8621;0.5789;25;11
-843.3542;1813.2768;1086.0860;0.8966;0.5789;26;11
-766.7614;1846.8939;1099.1903;0.9310;0.5789;27;11
-690.5284;1876.8426;1112.8369;0.9655;0.5789;28;11
-614.9899;1903.3838;1126.8966;1.0000;0.5789;29;11
-1999.8333;-72.6498;1047.2513;0.0000;0.6316;0;12
-2000.2399;7.1488;1032.0560;0.0345;0.6316;1;12
-1997.8680;88.8738;1017.2578;0.0690;0.6316;2;12
-1992.3096;172.2697;1003.0117;0.1034;0.6316;3;12
-1983.2235;257.0547;989.4604;0.1379;0.6316;4;12
-1970.3321;342.9246;976.7337;0.1724;0.6316;5;12
-1953.4186;429.5558;964.9495;0.2069;0.6316;6;12
-1932.3234;516.6097;954.2133;0.2414;0.6316;7;12
-1906.9419;603.7362;944.6184;0.2759;0.6316;8;12
-1877.2206;690.5772;936.2460;0.3103;0.6316;9;12
-1843.1544;776.7704;929.1654;0.3448;0.6316;10;12
-1804.7837;861.9530;923.4339;0.3793;0.6316;11;12
-1762.1912;945.7655;919.0972;0.4138;0.6316;12;12
-1715.4987;1027.8554;916.1890;0.4483;0.6316;13;12
-1664.8642;1107.8806;914.7316;0.4828;0.6316;14;12
-1610.4790;1185.5135;914.7356;0.5172;0.6316;15;12
-1552.5642;1260.4442;916.2003;0.5517;0.6316;16;12
-1491.3681;1332.3850;919.1135;0.5862;0.6316;17;12
-1427.1631;1401.0730;923.4519;0.6207;0.6316;18;12
-1360.2421;1466.2749;929.1808;0.6552;0.6316;19;12
-1290.9163;1527.7898;936.2546;0.6897;0.6316;20;12
-1219.5114;1585.4536;944.6165;0.7241;0.6316;21;12
-1146.3649;1639.1423;954.1990;0.7586;0.6316;22;12
-1071.8232;1688.7755;964.9236;0.7931;0.6316;23;12
-996.2380;1734.3207;976.7012;0.8276;0.6316;24;12
-919.9639;1775.7965;989.4320;0.8621;0.6316;25;12
-843.3549;1813.2766;1003.0056;0.8966;0.6316;26;12
-766.7614;1846.8933;1017.3011;0.9310;0.6316;27;12
-690.5273;1876.8411;1032.1874;0.9655;0.6316;28;12
-614.9869;1903.3808;1047.5230;1.0000;0.6316;29;12
-1999.8280;-72.6546;967.8637;0.0000;0.6842;0;13
-2000.2372;7.1464;951.3967;0.0345;0.6842;1;13
-1997.8670;88.8731;935.3623;0.0690;0.6842;2;13
-1992.3097;172.2700;919.9278;0.1034;0.6842;3;13
-1983.2241;257.0557;905.2470;0.1379;0.6842;4;13
-1970.3328;342.9256;891.4604;0.1724;0.6842;5;13
-1953.4190;429.5567;878.6953;0.2069;0.6842;6;13
-1932.3234;516.6102;867.0656;0.2414;0.6842;7;13
-1906.9412;603.7362;856.6722;0.2759;0.6842;8;13
-1877.2192;690.5765;847.6030;0.3103;0.6842;9;13
-1843.1523;776.7690;839.9330;0.3448;0.6842;10;13
-1804.7809;861.9509;833.7242;0.3793;0.6842;11;13
-1762.1878;945.7629;829.0260;0.4138;0.6842;12;13
-1715.4949;1027.8523;825.8752;0.4483;0.6842;13;13
-1664.8601;1107.8772;824.2957;0.4828;0.6842;14;13
-1610.4747;1185.5098;824.2994;0.5172;0.6842;15;13
-1552.5600;1260.4405;825.8854;0.5517;0.6842;16;13
-1491.3642;1332.3813;829.0406;0.5862;0.6842;17;13
-1427.1595;1401.0695;833.7399;0.6207;0.6842;18;13
-1360.2391;1466.2718;839.9457;0.6552;0.6842;19;13
-1290.9139;1527.7872;847.6088;0.6897;0.6842;20;13
-1219.5096;1585.4515;856.6676;0.7241;0.6842;21;13
-1146.3638;1639.1406;867.0490;0.7586;0.6842;22;13
-1071.8227;1688.7743;878.6680;0.7931;0.6842;23;13
-996.2380;1734.3199;891.4278;0.8276;0.6842;24;13
-919.9642;1775.7960;905.2202;0.8621;0.6842;25;13
-843.3551;1813.2761;919.9254;0.8966;0.6842;26;13
-766.7611;1846.8925;935.4122;0.9310;0.6842;27;13
-690.5260;1876.8396;951.5381;0.9655;0.6842;28;13
-614.9839;1903.3781;968.1493;1.0000;0.6842;29;13
-1999.8233;-72.6595;888.4757;0.0000;0.7368;0;14
-2000.2348;7.1440;870.7373;0.0345;0.7368;1;14
-1997.8662;88.8722;853.4668;0.0690;0.7368;2;14
-1992.3098;172.2701;836.8440;0.1034;0.7368;3;14
-1983.2246;257.0562;821.0340;0.1379;0.7368;4;14
-1970.3332;342.9263;806.1876;0.1724;0.7368;5;14
-1953.4190;429.5571;792.4416;0.2069;0.7368;6;14
-1932.3228;516.6102;779.9185;0.2414;0.7368;7;14
-1906.9399;603.7355;768.7267;0.2759;0.7368;8;14
-1877.2171;690.5751;758.9608;0.3103;0.7368;9;14
-1843.1494;776.7669;750.7013;0.3448;0.7368;10;14
-1804.7773;861.9482;744.0152;0.3793;0.7368;11;14
-1762.1836;945.7595;738.9556;0.4138;0.7368;12;14
